olid,lt,lg,c,rg,rt
866,CS-0100,PK-0100,CR-0100,JF-0100,TW-0100
867,JB-0400,EM-1900,DR-0300,SP-0900,GF-0300
868,AB-0700,CT-0500,BR-1400,MB-4200,AG-1000
869,MG-0200,RW-1500,AJ-0700,DL-2400,EB-1600
870,WJ-0700,TH-1500,JJ-0100,SA-0900,JR-3400
871,LJ-1400,AW-1100,AS-3500,BW-1800,WA-0300
872,AB-0700,AM-1300,BR-1400,RI-0100,MB-4200
873,ML-2000,LM-0200,RH-2400,SN-0200,NK-0100
874,DM-1900,BW-0600,CW-2000,JW-1800,CT-0700
875,MW-2400,VM-0100,DN-1300,CN-0100,TP-0600
876,DP-1100,AS-0500,JW-0100,DJ-3000,JT-3500
877,AT-0300,JB-6800,MF-1100,BG-2200,MY-0100
878,AS-2700,LA-0300,EH-0300,JS-4000,JS-5700
879,ML-1200,CM-3600,TN-0100,EP-0300,MH-3000
880,LJ-1400,AW-1100,EG-0300,BW-1800,SA-1000
881,KB-0500,VM-0100,BM-1900,CN-0100,TP-0600
882,BM-1600,SH-1500,MB-2400,AH-2900,RC-2100
883,JG-0300,JB-6800,CC-1700,BG-2200,MY-0100
884,CC-2700,DC-3000,JS-5400,TM-3100,MT-0200
885,RF-0900,JB-3900,TM-1500,KF-0300,TC-1400
886,CS-0100,PK-0100,MP-2500,JF-0100,TW-0100
887,MY-0100,JB-6800,MF-1100,BG-2200,JG-0300
888,LJ-1400,AW-1100,EG-0300,BW-1800,WA-0300
889,ML-1200,CK-1200,CM-3600,MH-3000,EP-0300
890,AB-0700,MB-4200,AM-1300,RI-0100,BG-0900
891,CJ-1500,RL-0800,JS-0600,JS-1300,RD-1000
892,MM-2900,KD-0900,CW-3500,MG-0900,SO-0300
893,JB-6700,JN-1000,JG-2400,JE-1000,JS-6800
894,JB-0400,EM-1900,DR-0300,SP-0900,JS-1400
895,MW-2400,VM-0100,BM-1900,CN-0100,TP-0600
896,QO-0100,JB-3900,TM-1500,KF-0300,TC-1400
897,JO-0500,JB-6800,MF-1100,BG-2200,AT-0300
898,QO-0100,JB-3900,TM-1500,KF-0300,TW-1200
899,JT-1600,ES-1300,HF-0300,KS-0500,RT-1900
900,KB-0500,VM-0100,BM-1900,MW-2400,TP-0600
901,AB-0700,MB-4200,AM-1300,NL-0300,BG-0900
902,JT-0200,TM-2700,OK-0200,RG-0500,FM-0400
903,AS-2700,LA-0300,EH-0300,DB-0100,JS-5700
904,JT-1600,ES-1300,HF-0300,RT-1900,KS-0500
905,TC-1400,JB-3900,TM-1500,KF-0300,TW-1200
906,QO-0100,JB-3900,TM-1500,DB-1100,TC-1400
907,CJ-1500,RL-0800,JS-0600,DG-0400,JS-1300
908,BS-2100,RG-0100,JN-1200,CC-0600,PM-0700
909,AB-0700,MB-4200,BR-1400,TS-3200,RP-0700
910,CS-0100,PK-0100,CR-0100,JF-0100,SH-0800
911,JO-0500,JB-6800,MF-1100,BG-2200,MY-0100
912,MS-4400,AF-0100,SM-0300,KS-0900,WC-0200
913,AB-0700,MB-4200,AM-1300,TS-3200,BG-0900
914,JB-0400,EM-1900,DR-0300,SP-0900,DW-4700
915,TU-0100,RL-0800,JS-0600,JS-1300,CJ-1500
916,JT-0200,TM-2700,OK-0200,RG-0500,JS-5500
917,CS-0100,PK-0100,CR-0100,RT-0500,SH-0800
918,TW-1400,MW-0200,JH-2400,GH-0200,JG-3900
919,VC-0100,CL-0700,SS-0400,RH-0100,LS-0600
920,TT-1200,NC-0500,JJ-0100,SA-0900,JR-3400
921,CC-2700,JS-5400,SW-0800,JC-5300,MT-0200
922,ES-0100,CP-1700,MF-0600,MB-3600,EW-1500
923,WS-1000,BW-0600,CW-2000,JW-1800,CT-0700
924,QO-0100,DB-1100,TM-1500,KF-0300,TC-1400
925,DM-1900,BW-0600,CW-2000,JW-1800,WS-1000
926,JT-0200,JS-5500,OK-0200,RG-0500,FM-0400
927,AB-0700,MB-4200,BR-1400,TS-3200,BG-0900
928,FA-0100,KK-1300,CP-2400,LD-0200,MC-2300
929,CC-2700,JC-5300,SW-0800,JS-5400,MT-0200
930,JB-0400,BS-0200,DR-0300,SP-0900,DW-4700
931,TT-1200,TH-1500,JJ-0100,MJ-0500,JR-3400
932,MR-1700,JB-2500,EA-0500,BO-0300,DS-4400
933,DF-0600,WM-0800,NM-0200,BM-3500,AC-1600
934,ML-2000,LM-0200,DK-1000,RH-2400,RO-0200
935,KC-0800,DD-1900,MF-1500,LW-0100,BB-4000
936,TW-1400,MW-0200,GH-0200,JG-3900,RK-0100
937,LJ-1400,AW-1100,AS-3500,BW-1800,SA-1000
938,KB-0500,UN-0100,DN-1300,MW-2400,RC-1800
939,FW-0900,RS-1200,CS-3100,CG-2100,SL-0800
940,MG-0200,RW-1500,AJ-0700,KV-0500,LB-1400
941,AF-0100,SM-0300,KS-0900,WC-0200,TE-0400
942,DD-1400,RS-0800,GR-0500,CS-2800,KM-1200
943,MR-1700,JB-2500,EA-0500,DL-2000,DS-4400
944,JG-0300,BG-2200,JB-6800,MY-0100,AT-0300
945,JL-2500,SS-0400,DT-1100,VC-0100,IN-0100
946,DF-0600,AF-0100,NM-0200,BM-3500,DW-4700
947,BA-0200,BW-0600,RN-1200,AJ-1300,DM-1900
948,DB-4900,CP-1700,CM-3600,MB-3600,EW-1500
949,MS-2800,CK-0400,JH-2400,KS-0900,WC-0200
950,KB-0500,VM-0100,DN-1300,MW-2400,TP-0600
951,MR-1700,EA-0500,KM-0700,JS-1300,DS-4400
952,SB-0100,JB-3900,TM-1500,HD-0100,TC-1400
953,LW-0100,DD-1900,MF-1500,BB-4000,KC-0800
954,WJ-0400,MW-0200,CS-3100,RS-1200,RW-3500
955,DP-1100,AS-0500,JF-0200,JZ-0300,JT-3500
956,OP-0100,JB-2500,NL-0300,RI-0100,AB-0700
957,FA-0100,CP-2400,AG-1900,LD-0200,MC-2300
958,JG-3900,TW-1400,RK-0100,KV-0500,JO-0800
959,LS-0600,KD-0900,JN-1200,MG-0900,JC-3000
960,JS-5700,AS-2700,EH-0300,TW-3800,JJ-1900
961,TU-0100,CJ-1500,JR-2100,DF-0400,RD-1000
962,JS-5500,JB-2300,OK-0200,RG-0500,JT-0200
963,AH-3100,SH-1500,MB-2400,AH-2900,RC-2100
964,RC-1200,BH-0300,CW-2000,CK-1200,RH-1000
965,KH-0700,RG-0100,JG-4000,CC-0600,CG-2200
966,MH-2300,RG-0100,JG-4000,CC-0600,CG-2200
967,JG-3900,GH-0200,RK-0100,KV-0500,JO-0800
968,OP-0100,AG-1000,NL-0300,RI-0100,AB-0700
969,KB-0500,UN-0100,DN-1300,MB-4200,TP-0600
970,WJ-0400,MW-0200,CS-3100,FW-0900,RW-3500
971,JL-2500,JS-4000,SS-0400,IN-0100,VC-0100
972,JT-1600,ES-1300,HF-0300,RH-0100,KS-0500
973,JL-2500,SS-0400,IN-0100,VC-0100,AA-0700
974,JB-0400,EM-1900,DR-0300,SP-0900,GC-0400
975,JS-5700,AS-2700,EH-0300,TW-3800,BS-2100
976,CJ-1500,SJ-0900,JS-0600,DF-0400,RD-1000
977,JT-1600,SM-2000,HF-0300,RH-0100,KS-0500
978,MM-2900,KD-0900,JN-1200,MG-0900,JC-3000
979,JB-6700,CN-0700,JG-2400,JE-1000,JS-6800
980,TW-1200,JB-3900,TM-1500,HD-0100,TC-1400
981,KH-0700,RG-0100,JG-4000,CM-3000,CG-2200
982,MM-2900,NH-0200,JN-1200,MG-0900,JC-3000
983,CJ-1500,JR-2100,JS-0600,MP-1400,RD-1000
984,JL-2500,SS-0400,IN-0100,VC-0100,EM-0400
985,FO-0200,TW-1400,RK-0100,KV-0500,JB-5500
986,HT-0200,BW-0600,RN-1200,AJ-1300,DM-1900
987,JB-0400,EM-1900,DR-0300,MR-0100,GC-0400
988,WJ-0400,MW-0200,CS-3100,FW-0900,SL-0800
989,DP-1100,AS-0500,JF-0200,DJ-3000,JT-3500
990,MS-2800,CK-0400,JH-2400,DS-3900,WC-0200
991,JG-0300,BG-2200,JB-6800,MY-0100,WA-0300
992,JG-3900,TW-1400,GH-0200,KV-0500,JB-5500
993,KB-0500,UN-0100,DN-1300,TR-0200,TP-0600
994,JT-1600,ES-1300,HF-0300,RH-0100,RT-1900
995,JP-2400,DD-1900,DP-2200,BB-4000,LW-0100
996,MS-4400,CK-0400,JH-2400,DS-3900,WC-0200
997,JG-0300,BG-2200,JB-6800,CC-1700,WA-0300
998,AG-1000,JB-2500,NL-0300,RI-0100,AB-0700
999,JB-0400,DC-3600,DR-0300,SP-0900,GF-0300
1000,ML-2000,LM-0200,DK-1000,BY-0200,ML-1400
1001,JB-6700,CN-0700,ML-0900,JE-1000,JS-6800
1002,JP-2400,DD-1900,DP-2200,JW-2900,LW-0100
1003,SH-0800,PK-0100,CR-0100,RT-0500,JJ-0900
1004,JB-0400,DC-3600,DR-0300,SP-0900,GC-0400
1005,KB-0500,UN-0100,BM-1900,TR-0200,TP-0600
1006,JS-5700,DB-0100,EH-0300,TW-3800,BS-2100
1007,TU-0100,CJ-1500,JS-0600,MP-1400,RD-1000
1008,DP-1100,JZ-0300,JF-0200,DJ-3000,JT-3500
1009,DC-3000,JS-5400,SW-0800,JS-3500,MT-0200
1010,JB-0400,EM-1900,AM-1300,SP-0900,GC-0400
1011,KB-0500,UN-0100,BM-1900,DN-1300,TP-0600
1012,JP-2400,DD-1900,DP-2200,KC-0800,LW-0100
1013,WJ-0400,MW-0200,CS-3100,RW-3500,SL-0800
1014,TT-1200,NC-0500,JJ-0100,MJ-0500,JR-3400
1015,JS-5700,DB-0100,EH-0300,TW-3800,AS-2700
1016,KH-0700,RG-0100,JW-0100,CC-0600,CG-2200
1017,JG-0300,BG-2200,JB-6800,CC-1700,AT-0300
1018,BA-0200,BW-0600,RN-1200,WS-0700,DM-1900
1019,JG-3900,TW-1400,GH-0200,KV-0500,JO-0800
1020,AC-2200,NL-0500,EG-0300,BW-1800,SA-1000
1021,JS-5700,DB-0100,EH-0300,CR-0200,AS-2700
1022,AT-0300,BG-2200,JB-6800,CC-1700,WA-0300
1023,AG-1000,JB-2500,BR-1400,RI-0100,AB-0700
1024,BM-1600,SH-1500,MB-2400,AH-2900,AH-3100
1025,WJ-0400,FW-0900,CS-3100,RW-3500,SL-0800
1026,JB-0400,DC-3600,AM-1300,SP-0900,GC-0400
1027,FA-0100,MH-3000,AG-1900,LD-0200,MC-2300
1028,WJ-0400,FW-0900,SV-0100,RW-3500,SL-0800
1029,OP-0100,JB-2500,BR-1400,RI-0100,AB-0700
1030,TU-0100,CJ-1500,JR-2100,MP-1400,RD-1000
1031,MM-2900,SM-3800,NH-0200,MG-0900,JC-3000
1032,JL-2500,AA-0700,SS-0400,IN-0100,VC-0100
1033,TT-1200,TH-1500,JJ-0100,NC-0500,JR-3400
1034,SL-0800,FW-0900,SV-0100,MW-3900,RW-3500
1035,OP-0100,JB-2500,BR-1400,RI-0100,AG-1000
1036,ZS-0200,CN-0700,JG-2400,JE-1000,JS-6800
1037,BA-0200,BW-0600,WS-0700,AJ-1300,DM-1900
1038,SH-0800,PK-0100,CR-0100,RT-0500,JF-0100
1039,JS-5700,DB-0100,EH-0300,CR-0200,BS-2100
1040,KW-1700,FW-0900,SV-0100,MW-3900,RW-3500
1041,KC-0800,DD-1900,DP-2200,BB-4000,LW-0100
1042,JG-3900,TW-1400,RK-0100,GH-0200,JO-0800
1043,MR-1700,EA-0500,LH-0700,JS-1300,DS-4400
1044,AC-2200,NL-0500,EG-0300,BW-1800,DR-2900
1045,OP-0100,AG-1000,BR-1400,JG-3100,AB-0700
1046,CC-2700,JS-5400,SW-0800,JS-3500,DC-3000
1047,JB-0400,MR-0100,DR-0300,SP-0900,GC-0400
1048,TU-0100,CJ-1500,JS-0600,DF-0400,RD-1000
1049,JG-3900,TW-1400,RK-0100,JB-5500,JO-0800
1050,MS-4400,CK-0400,JH-2400,TE-0400,WC-0200
1051,JL-2500,JS-4000,JG-4000,DT-1100,VC-0100
1052,BA-0200,BW-0600,RN-1200,MG-0900,IN-0100
1053,JG-0300,BG-2200,MB-2400,CC-1700,MO-0200
1054,JP-2400,NC-0500,JJ-0100,SA-0900,WJ-0700
1055,RC-1200,BH-0300,CW-2000,RH-2400,RH-1000
1056,AW-1100,NL-0500,KC-2300,BW-1800,AC-2200
1057,JT-1600,ES-1300,AM-0100,FW-0900,JS-5500
1058,BM-1600,SH-1500,JS-7200,AH-2900,PL-0300
1059,CJ-1500,RL-0800,JS-0600,MP-1400,RD-1000
1060,EM-1300,VM-0100,BM-1900,MW-2400,EB-1300
1061,JB-8200,CN-0700,JG-2400,JE-1000,JS-6800
1062,JB-0400,DL-2000,DR-0300,SP-0900,GC-0400
1063,CS-0100,DD-1900,CR-0100,RT-0500,SH-0800
1064,SL-0800,RS-1200,SV-0100,MU-0400,RW-3500
1065,AB-0700,JB-2500,JB-6800,RI-0100,JS-4100
1066,CC-2700,DC-3000,JS-5400,JS-3500,AB-0500
1067,OP-0100,FO-0200,OK-0200,RG-0500,CW-2700
1068,DB-1400,AL-0700,GH-0200,EW-1600,BB-4000
1069,MH-2300,RG-0100,CM-3000,CC-0600,CG-2200
1070,MM-2900,KD-0900,NH-0200,LV-0100,JC-3000
1071,AW-1100,EM-0400,KC-2300,BW-1800,AC-2200
1072,JP-2400,NC-0500,JJ-0100,MJ-0500,WJ-0700
1073,DP-1100,JZ-0300,SM-0300,DJ-3000,JT-3500
1074,MM-2900,KD-0900,SM-3800,BD-1000,JC-3000
1075,JT-1600,ES-1300,AM-0100,HF-0300,JS-5500
1076,CS-0100,DD-1900,CR-0100,CR-0900,SH-0800
1077,DB-4900,KS-2500,CM-3600,MB-3600,EW-1500
1078,MR-1700,LH-0700,KM-0700,JS-1300,DS-4400
1079,AB-0700,JB-2500,JB-6800,RI-0100,AG-1000
1080,DC-3000,JS-5400,SW-0800,JS-3500,AB-0500
1081,DB-1400,AL-0700,GH-0200,EW-1600,JS-1400
1082,BF-1400,RS-1200,CS-3100,MU-0400,RW-3500
1083,MH-2300,EP-0300,CM-3000,CC-0600,CG-2200
1084,TT-1200,VM-0100,BM-1900,UN-0100,MW-2400
1085,BA-0200,BW-0600,RN-1200,MG-0900,RO-0200
1086,JS-1400,AL-0700,GH-0200,EW-1600,KC-0800
1087,RC-1200,RH-2400,CW-2000,CK-1200,RH-1000
1088,MM-2900,KD-0900,SM-3800,LV-0100,JC-3000
1089,MO-0200,BG-2200,MB-2400,CC-1700,MY-0100
1090,CS-0100,DD-1900,CR-0100,MW-2600,SH-0800
1091,JB-0400,MR-0100,DR-0300,SP-0900,JJ-0900
1092,MH-2300,CM-3000,SS-0400,CC-0600,EP-0300
1093,BM-1600,SH-1500,JS-7200,AH-2900,AH-3100
1094,BF-1400,MW-3900,CS-3100,MU-0400,RW-3500
1095,TT-1200,VM-0100,BM-1900,UN-0100,EB-1300
1096,TU-0100,RL-0800,JS-0600,MP-1400,RD-1000
1097,AW-1100,EM-0400,KC-2300,BW-1800,DR-2900
1098,DB-4900,KS-2500,CM-3600,CW-1700,EW-1500
1099,CC-2700,DC-3000,SW-0800,JS-3500,AB-0500
1100,WS-0700,BW-0600,RN-1200,MG-0900,RO-0200
1101,SH-0800,DD-1900,CR-0100,WM-0800,MW-2600
1102,KW-1700,SV-0100,CS-3100,MU-0400,RW-3500
1103,SV-0400,LM-0200,DK-1000,SN-0200,NK-0100
1104,DB-1400,AL-0700,GH-0200,EW-1600,JM-4100
1105,TL-0300,DC-3000,SW-0800,JS-3500,AB-0500
1106,JS-5700,DB-0100,EH-0300,AS-2700,TP-0600
1107,MH-2300,CM-3000,SS-0400,CC-0600,KB-0500
1108,DD-1400,RS-0800,SO-0200,CS-2800,WB-0400
1109,JP-2400,TH-1500,JJ-0100,NC-0500,WJ-0700
1110,JT-1600,ES-1300,AM-0100,RH-0100,JS-5500
1111,OP-0100,JB-2300,OK-0200,RG-0500,CW-2700
1112,DM-1900,RS-1200,CS-3100,MU-0400,RW-3500
1113,JB-0400,JJ-0900,DR-0300,SP-0900,GC-0400
1114,AB-0700,JB-2500,JB-6800,AG-1000,JS-4100
1115,CJ-1500,RL-0800,JS-0600,KD-0700,RD-1000
1116,EM-1300,VM-0100,BM-1900,UN-0100,EB-1300
1117,BA-0200,BW-0600,RN-1200,AA-0700,RO-0200
1118,CC-2700,DC-3000,SW-0800,JS-3500,MT-0200
1119,MR-1700,EA-0500,KM-0700,JS-1300,LH-0700
1120,BS-2100,DB-0100,EH-0300,CR-0200,AS-2700
1121,RC-1200,BH-0300,CW-2000,CK-1200,TP-1800
1122,WS-1000,JB-3900,TM-1500,HD-0100,TC-1400
1123,JL-2500,NG-0100,JG-4000,DT-1100,VC-0100
1124,AW-1100,NL-0500,KC-2300,BW-1800,DR-2900
1125,DB-1400,AL-0700,GH-0200,EW-1600,KC-0800
1126,RC-1200,RH-2400,CW-2000,CK-1200,TP-1800
1127,LJ-1400,DD-1900,CR-0100,CR-0900,SH-0800
1128,MH-2300,RG-0100,SS-0400,CC-0600,CG-2200
1129,SL-0800,RS-1200,CS-3100,MU-0400,RW-3500
1130,CC-2700,DC-3000,SW-0800,JS-3500,TL-0300
1131,TH-1500,NC-0500,JJ-0100,SA-0900,WJ-0700
1132,TW-1400,MB-2200,RK-0100,KV-0500,JO-0800
1133,FA-0100,KK-1300,AG-1900,LD-0200,DF-1800
1134,JB-0400,MR-0100,DR-0300,DL-2000,GC-0400
1135,AL-0700,SM-2000,GH-0200,EW-1600,KC-0800
1136,BA-0200,BW-0600,RN-1200,WS-0700,RO-0200
1137,SV-0400,LM-0200,DK-1000,DC-3400,NK-0100
1138,RC-1200,RH-2400,CW-2000,CK-1200,BG-0900
1139,JS-1400,AL-0700,GH-0200,KS-0900,KC-0800
1140,JL-2500,NG-0100,JB-3200,DT-1100,VC-0100
1141,BM-1600,SH-1500,JS-7200,AH-3100,PL-0300
1142,LJ-1400,DD-1900,CR-0100,EW-1000,SH-0800
1143,AB-0700,JB-2500,JB-6800,MS-0900,AG-1000
1144,MM-2900,KD-0900,SM-3800,LV-0100,BD-1000
1145,MS-4400,RF-0900,JH-2400,TE-0400,WC-0200
1146,WS-1000,JB-3900,TM-1500,QO-0100,TC-1400
1147,CW-2700,FO-0200,OK-0200,RG-0500,KS-0500
1148,JB-0400,MR-0100,DR-0300,DG-0400,GC-0400
1149,TU-0100,RL-0800,JS-0600,KD-0700,RD-1000
1150,ML-2000,LM-0200,DK-1000,DC-3400,NK-0100
1151,JB-8200,CN-0700,JG-2400,JS-6800,JE-1000
1152,LJ-1400,DD-1900,CR-0100,MW-2600,SH-0800
1153,JB-5500,RW-1500,LS-0500,DL-2400,LB-1400
1154,JG-0300,BG-2200,MB-2400,MY-0100,MO-0200
1155,SB-0100,JB-3900,TM-1500,QO-0100,TC-1400
1156,MO-0200,BG-2200,MB-2400,MY-0100,OC-0200
1157,DB-4900,KS-2500,CM-3600,AC-0200,EW-1500
1158,JL-2500,JS-4000,JB-3200,NG-0100,VC-0100
1159,AW-1100,NL-0500,KC-2300,BW-1800,AS-2000
1160,MH-2300,CM-3000,SS-0400,CC-0600,CG-2200
1161,JS-1400,AL-0700,GH-0200,RI-0100,KC-0800
1162,ML-2000,LM-0200,DK-1000,DC-3400,SV-0400
1163,BA-0200,AA-0700,RN-1200,WS-0700,BR-0300
1164,AB-0700,MS-0900,JB-6800,JG-3100,AG-1000
1165,MH-2300,LW-0100,SS-0400,CC-0600,CG-2200
1166,SL-0800,RS-1200,MU-0400,CS-3100,RW-3500
1167,TW-1400,MB-2200,RK-0100,KV-0500,GS-0400
1168,MM-2900,KD-0900,NH-0200,LV-0100,BD-1000
1169,JT-1600,ES-1300,AM-0100,RH-0100,FW-0900
1170,ML-2000,LM-0200,DK-1000,SN-0200,SV-0400
1171,DD-1400,KB-1400,SO-0200,CS-2800,WB-0400
1172,JM-4100,AL-0700,GH-0200,RI-0100,KC-0800
1173,TU-0100,RL-0800,JS-0600,KD-0700,MT-1600
1174,JP-2400,TH-1500,NC-0500,MJ-0500,WJ-0700
1175,JB-0400,DL-2000,DR-0300,DG-0400,GC-0400
1176,AB-0700,RA-0700,JB-6800,JG-3100,AG-1000
1177,DB-1400,AL-0700,GH-0200,EW-1600,CG-2200
1178,JL-2500,RI-0100,JB-3200,JJ-2100,VC-0100
1179,CW-2700,RG-0500,OK-0200,LL-1200,FO-0200
1180,JB-0400,RS-1200,DR-0300,SP-0900,GC-0400
1181,MH-2300,RG-0100,JV-0300,CC-0600,LW-0100
1182,MR-1700,LH-0700,EA-0500,JS-1300,DS-4400
1183,ML-2000,DC-3400,DK-1000,SN-0200,SV-0400
1184,JG-3900,TW-1400,RK-0100,MB-2200,GS-0400
1185,MS-4400,CK-0400,MP-1900,TE-0400,FA-0100
1186,DP-1100,KV-0500,JF-0200,DJ-3000,JT-3500
1187,RC-1200,SD-0100,JW-0700,CK-1200,ZB-0100
1188,EM-1300,JS-4000,BM-1900,UN-0100,EB-1300
1189,DB-4900,WS-0700,CM-3600,AC-0200,EW-1500
1190,TP-1800,MG-0400,CS-3100,MU-0400,SL-0800
1191,JS-5700,MI-0200,DB-0100,CR-0200,AD-0600
1192,LB-1400,AF-0100,LS-0500,DL-2400,BK-0400
1193,RS-0100,JB-2500,JB-6800,AG-1000,JS-4100
1194,DF-1800,MH-3000,AG-1900,LD-0200,AB-0700
1195,TW-2800,DD-1900,CR-0100,AH-3100,JB-6700
1196,DF-0600,MS-2300,NM-0200,BM-3500,DW-4700
1197,BA-0200,BW-0600,CW-2000,RL-0800,BR-0300
1198,BD-1000,KD-0900,NH-0200,LV-0100,JC-3000
1199,DF-1800,KK-1300,AG-1900,LD-0200,MC-2300
1200,JP-2400,TH-1500,MM-2600,NC-0500,WJ-0700
1201,JS-1400,CK-0400,MP-1900,TE-0400,FA-0100
1202,MH-2300,DL-2000,SS-0400,CC-0600,LW-0100
1203,TP-1800,BH-0300,CS-3100,SA-1000,SL-0800
1204,RC-1200,SD-0100,JW-0700,RH-2400,ZB-0100
1205,JS-5700,MI-0200,DB-0100,AS-2700,AD-0600
1206,DD-1400,RS-0800,AK-0900,CS-2800,KM-1200
1207,MS-4400,CK-0400,MP-1900,DL-0800,FA-0100
1208,RB-5000,WS-0700,CM-3600,MB-3600,EW-1500
1209,SH-0800,KL-1000,CR-0100,AH-3100,JB-6700
1210,JL-2000,JR-2100,JS-0600,MP-1400,RD-1000
1211,JL-2500,RI-0100,JB-3200,PM-0600,VC-0100
1212,FO-0200,RG-0500,OK-0200,LL-1200,KS-0500
1213,JT-1600,ES-1300,AM-0100,FW-0900,TP-0600
1214,RC-1200,SD-0100,JW-0700,CK-1200,RH-1000
1215,RO-0400,BH-0300,CS-3100,SA-1000,TP-1800
1216,CJ-1500,KD-0700,JS-0600,MP-1400,RD-1000
1217,BD-1000,KD-0900,NH-0200,TG-1700,JC-3000
1218,JP-2400,TH-1500,MM-2600,MJ-0500,WJ-0700
1219,CC-2700,DC-3000,SW-0800,JS-3500,BB-3700
1220,TW-2800,KL-1000,CR-0100,AH-3100,JB-6700
1221,FO-0200,RG-0500,OK-0200,EW-1000,JW-1400
1222,RC-1200,RH-2400,JW-0700,CK-1200,RH-1000
1223,MR-1700,FV-0100,EA-0500,JS-1300,DS-4400
1224,BM-1600,SH-1500,RC-2100,AH-2900,PL-0300
1225,FO-0200,CW-2700,OK-0200,EW-1000,JW-1400
1226,RO-0400,BH-0300,CS-3100,SA-1000,SL-0800
1227,KD-1600,TH-1500,MM-2600,MJ-0500,WJ-0700
1228,RB-5000,WS-0700,CM-3600,AC-0200,EW-1500
1229,DP-1100,KV-0500,JZ-0300,DJ-3000,JT-3500
1230,MH-2300,RG-0100,SS-0400,CC-0600,LW-0100
1231,RC-1200,RH-2400,JW-0700,CK-1200,ZB-0100
1232,BM-1600,SH-1500,JC-4500,AH-2900,PL-0300
1233,JT-1600,ES-1300,AM-0100,FW-0900,BY-0200
1234,DP-1100,TL-0400,JZ-0300,DJ-3000,JT-3500
1235,JG-3900,TW-1400,RK-0100,GS-0400,GW-1100
1236,DB-1400,AL-0700,GH-0200,EW-1600,CH-4500
1237,JV-0300,RG-0100,SS-0400,CC-0600,LW-0100
1238,DF-1800,MH-3000,AG-1900,LD-0200,MC-2300
1239,DF-1800,PC-0700,AG-1900,LD-0200,MC-2300
1240,EM-1300,VM-0100,BM-1900,UN-0100,JB-3600
1241,TW-2800,KL-1000,CR-0100,AH-3100,SH-0800
1242,BA-0200,BW-0600,CW-2000,JA-2500,BR-0300
1243,RS-0100,JB-2500,JB-6800,AG-1000,RF-1000
1244,DP-1100,TL-0400,JZ-0300,DJ-3000,JL-0900
1245,FO-0200,CW-2700,OK-0200,RG-0500,JW-1400
1246,JT-1600,ES-1300,AM-0100,BY-0200,FW-0900
1247,MM-2900,TG-1700,NH-0200,LV-0100,JC-3000
1248,DB-4900,WS-0700,CM-3600,MB-3600,EW-1500
1249,CP-1700,MG-0400,CS-3100,SA-1000,SL-0800
1250,SA-0900,DD-1400,RS-0800,CS-2800,KM-1200
1251,DB-1400,AL-0700,GH-0200,EW-1600,MW-3900
1252,CJ-1500,KD-0700,JS-0600,JL-2000,RD-1000
1253,DP-1100,TL-0400,JF-0200,DJ-3000,JL-0900
1254,RC-1200,ZB-0100,JW-0700,CK-1200,RH-1000
1255,SA-0900,KB-1400,RS-0800,CS-2800,KM-1200
1256,TP-1800,CP-1700,CS-3100,SA-1000,SL-0800
1257,JS-1400,RF-0900,MP-1900,TE-0400,FA-0100
1258,JL-2500,RI-0100,CP-2400,JJ-2100,VC-0100
1259,JS-1400,CK-0400,MP-1900,RF-0900,FA-0100
1260,JG-3900,MB-2200,RK-0100,GS-0400,GW-1100
1261,MO-0200,BG-2200,MB-2400,TM-3100,MY-0100
1262,JT-1600,ES-1300,AM-0100,SL-0300,JS-5500
1263,TW-2800,KL-1000,CR-0100,WM-0800,JB-6700
1264,LB-1400,AF-0100,LS-0500,DL-2400,JB-5500
1265,RO-0400,CP-1700,CS-3100,SA-1000,SL-0800
1266,BS-2100,MI-0200,DB-0100,CR-0200,AD-0600
1267,DB-1400,AL-0700,GH-0200,KU-0200,MW-3900
1268,WB-0400,KB-1400,RS-0800,CS-2800,KM-1200
1269,GW-0700,VM-0100,BM-1900,UN-0100,JB-3600
1270,BM-1600,SH-1500,JS-7200,PL-0300,RC-2100
1271,BR-0300,BW-0600,CW-2000,RL-0800,RO-0200
1272,RO-0400,MG-0400,CS-3100,SA-1000,SL-0800
1273,MM-2900,KD-0900,NH-0200,TG-1700,JC-3000
1274,BM-1600,CD-1200,JS-7200,RC-2100,PL-0300
1275,SH-0800,KL-1000,CR-0100,WM-0800,JB-6700
1276,DP-1100,TL-0400,JF-0200,JZ-0300,JL-0900
1277,DB-1400,AL-0700,EW-1600,CH-4500,MW-3900
1278,JB-0400,RS-1200,DR-0300,SP-0900,CH-3300
1279,DP-1100,TL-0400,JZ-0300,DH-1200,JL-0900
1280,TW-2800,KL-1000,CR-0100,JB-6700,NS-0900
1281,JL-2500,RI-0100,JB-3200,PM-0600,LM-1900
1282,JP-2400,TH-1500,MM-2600,MJ-0500,KD-1600
1283,DD-1400,KB-1400,RS-0800,CS-2800,KM-1200
1284,MO-0200,BG-2200,MB-2400,MY-0100,MC-2800
1285,TW-2800,KL-1000,WM-0800,CR-0100,JB-6700
1286,MR-1700,LH-0700,FV-0100,JS-1300,DS-4400
1287,JL-2500,RI-0100,JB-3200,JJ-2100,LM-1900
1288,DB-1400,AL-0700,EW-1600,CR-0900,MW-3900
1289,RO-0400,CP-1700,CS-3100,MG-0400,SL-0800
1290,DF-0600,MS-2300,NM-0200,BM-3500,WH-1000
