uid,gid,player,pa,pc,py,ints,tdp,ra,sra,ry,tdr,trg,rec,recy,tdrec,ret,rety,tdret,fuml,peny,snp,fpts,game,seas,year,team,posd,jnum,dcp
85001,4089,JG-3850,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,4,4,2015,HOU,RB,41,2
85002,4089,JC-0400,0,0,0,0,0,0,0,0,0,2,2,23,0,0,0,0,0,0,48,2.3,6,5,2015,MIA,TE,84,1
85003,4089,DW-3125,0,0,0,0,0,4,1,19,0,2,2,10,0,2,64,0,1,0,12,0.6,6,2,2015,MIA,RB,34,2
85004,4089,AB-1975,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,6,0.8,6,2,2015,HOU,RB,28,1
85005,4089,DS-2170,0,0,0,0,0,0,0,0,0,2,1,-3,0,0,0,0,0,10,42,-1.3,3,3,2015,MIA,TE,80,2
85006,4089,GJ-0400,0,0,0,0,0,0,0,0,0,2,2,37,0,0,0,0,0,0,28,3.7,6,10,2015,MIA,SWR,85,2
85007,4089,MM-4700,1,1,14,0,0,3,0,-2,0,0,0,0,0,0,0,0,0,0,7,0.4,1,9,2015,MIA,QB,8,2
85008,4090,CI-0300,0,0,0,0,0,17,4,41,0,2,2,12,1,0,0,0,0,0,37,11.3,5,6,2015,NYJ,RB,33,1
85009,4090,RF-0500,39,22,295,0,2,5,4,29,0,0,0,0,0,0,0,0,1,0,72,20.7,6,11,2015,NYJ,QB,14,1
85010,4090,TB-2300,54,34,355,0,2,4,2,15,1,0,0,0,0,0,0,0,0,0,67,29.7,6,16,2015,NE,QB,12,1
85011,4090,JE-0100,0,0,0,0,0,0,0,0,0,9,5,54,0,2,27,0,0,0,66,1.1,6,7,2015,NE,RWR,11,1
85012,4090,RG-2200,0,0,0,0,0,0,0,0,0,16,11,108,1,0,0,0,0,0,67,16.8,6,6,2015,NE,TE,87,1
85013,4090,JC-5900,0,0,0,0,0,0,0,0,0,3,1,16,0,0,0,0,0,0,22,1.6,2,6,2015,NYJ,TE,85,1
85014,4090,ZS-0150,0,0,0,0,0,7,4,19,0,1,1,11,0,0,0,0,0,0,35,3,4,3,2015,NYJ,RB,38,3
85015,4090,TB-1720,0,0,0,0,0,0,0,0,0,4,2,36,0,0,0,0,0,0,23,3.6,2,3,2015,NYJ,FB,40,1
85016,4090,ED-0200,0,0,0,0,0,0,0,0,0,12,6,94,0,0,0,0,0,0,68,9.4,5,6,2015,NYJ,RWR,87,1
85017,4090,BM-0300,0,0,0,0,0,0,0,0,0,7,4,67,0,0,0,0,0,5,72,6.2,6,10,2015,NYJ,LWR,15,1
85018,4090,CO-1300,0,0,0,0,0,0,0,0,0,4,2,25,0,2,58,0,0,0,32,2.3,3,4,2015,NYJ,RES,17,1
85019,4090,JW-2550,0,0,0,0,0,2,2,4,0,5,3,26,0,0,0,0,0,0,43,3,3,2,2015,NE,RB,28,2
85020,4090,JK-1000,0,0,0,0,0,0,0,0,0,4,3,27,1,3,6,0,0,0,29,0.2,6,5,2015,NYJ,LWR,11,2
85021,4090,DA-0900,0,0,0,0,0,0,0,0,0,9,8,86,1,4,94,0,0,0,57,3.8,6,8,2015,NE,LWR,80,1
85022,4090,BL-0100,0,0,0,0,0,0,0,0,0,8,2,25,0,0,0,0,0,0,48,2.5,1,6,2015,NE,LWR,19,2
85023,4090,LB-0500,0,0,0,0,0,3,0,-3,0,0,0,0,0,0,0,0,0,0,8,-0.3,5,6,2015,NE,RB,29,1
85024,4090,MW-2550,0,0,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0,15,0.4,2,3,2015,NE,TE,85,3
85025,4090,SC-0400,0,0,0,0,0,0,0,0,0,2,2,34,0,0,0,0,0,0,7,3.4,5,9,2015,NE,TE,88,2
85026,4090,AD-1450,0,0,0,0,0,0,0,0,0,3,2,18,0,0,0,0,0,0,23,1.8,4,3,2015,NE,RWR,17,2
85027,4090,DS-3031,0,0,0,0,0,0,0,0,0,2,1,7,0,0,0,0,0,0,17,0.7,3,1,2015,NYJ,RWR,84,2
85028,4091,JJ-3900,0,0,0,0,0,0,0,0,0,0,0,0,0,5,115,0,0,0,0,4.6,4,9,2015,SD,RWR,15,3
85029,4091,PR-0300,58,38,336,2,3,0,0,0,0,0,0,0,0,0,0,0,0,13,89,20.1,7,12,2015,SD,QB,17,1
85030,4091,MF-0800,0,0,0,0,0,0,0,0,0,3,1,7,0,0,0,0,0,0,50,0.7,7,12,2015,SD,LWR,80,1
85031,4091,BO-0150,0,0,0,0,0,9,5,35,0,7,6,39,0,0,0,0,0,0,33,7.4,6,2,2015,SD,RES,43,3
85032,4091,SJ-0600,0,0,0,0,0,0,0,0,0,8,4,50,0,0,0,0,0,0,72,5,5,8,2015,SD,SWR,11,1
85033,4091,LM-1850,0,0,0,0,0,15,8,85,1,1,1,1,0,0,0,0,0,0,33,14.6,6,3,2015,OAK,RB,28,1
85034,4091,LG-0750,0,0,0,0,0,0,0,0,0,9,4,45,1,0,0,0,0,0,83,10.5,6,4,2015,SD,TE,89,1
85035,4091,DC-0725,31,24,289,0,3,2,1,3,0,0,0,0,0,0,0,0,0,0,62,23.9,6,2,2015,OAK,QB,4,1
85036,4091,MR-0500,0,0,0,0,0,0,0,0,0,3,3,15,0,0,0,0,0,0,10,1.5,6,8,2015,OAK,FB,45,1
85037,4091,MC-2900,0,0,0,0,0,0,0,0,0,8,6,63,1,0,0,0,0,0,47,12.3,6,7,2015,OAK,LWR,15,1
85038,4091,TJ-2400,0,0,0,0,0,3,3,35,0,3,2,17,0,1,32,0,0,0,15,1.3,4,5,2015,OAK,RB,22,2
85039,4091,JO-0550,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,15,0.4,4,4,2015,OAK,FB,49,2
85040,4091,MR-0970,0,0,0,0,0,0,0,0,0,3,2,11,0,0,0,0,0,0,20,1.1,6,3,2015,OAK,TE,81,2
85041,4091,KA-0650,0,0,0,0,0,0,0,0,0,13,9,89,0,0,0,0,0,10,89,7.9,7,3,2015,SD,RES,13,2
85042,4091,JP-2800,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,11,0.5,3,7,2015,SD,TE,83,2
85043,4091,DI-0075,0,0,0,0,0,0,0,0,0,2,2,26,0,0,0,0,0,0,35,2.6,5,5,2015,SD,RWR,15,1
85044,4091,DW-4300,0,0,0,0,0,5,4,26,0,12,11,75,2,0,0,0,0,0,40,22.1,7,8,2015,SD,RB,39,2
85045,4091,AC-2350,0,0,0,0,0,0,0,0,0,6,5,133,1,0,0,0,0,0,55,19.3,6,1,2015,OAK,RWR,89,1
85046,4091,CW-0225,0,0,0,0,0,0,0,0,0,2,2,42,1,0,0,0,0,0,28,10.2,5,1,2015,OAK,TE,88,3
85047,4091,LS-1550,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,34,0.1,4,5,2015,OAK,TE,86,1
85048,4091,SR-0750,0,0,0,0,0,0,0,0,0,2,1,6,0,0,0,0,0,20,32,-1.4,6,2,2015,OAK,LWR,10,2
85049,4091,RH-1600,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,10,0.3,4,5,2015,OAK,RB,26,3
85050,4091,MG-1150,0,0,0,0,0,7,5,29,0,0,0,0,0,0,0,0,0,0,15,2.9,7,1,2015,SD,RB,28,1
85051,4091,AH-3600,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,2015,OAK,RWR,18,3
85052,4092,DH-1800,0,0,0,0,0,0,0,0,0,2,2,43,0,5,149,1,0,0,35,12,7,5,2015,NYG,LWR,17,2
85053,4092,RJ-0800,0,0,0,0,0,5,3,19,0,0,0,0,0,0,0,0,0,0,11,1.9,7,7,2015,NYG,RB,23,1
85054,4092,EM-0200,24,13,170,0,0,4,0,-4,0,0,0,0,0,0,0,0,0,0,53,6.4,7,12,2015,NYG,QB,10,1
85055,4092,LD-0650,0,0,0,0,0,0,0,0,0,5,4,18,0,0,0,0,0,0,42,1.8,7,4,2015,NYG,TE,84,1
85056,4092,WT-0600,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,24,0,4,1,2015,NYG,TE,48,2
85057,4092,MC-0700,27,17,227,3,1,1,1,4,0,0,0,0,0,0,0,0,0,0,73,7.5,1,11,2015,DAL,QB,16,1
85058,4092,JW-6000,0,0,0,0,0,0,0,0,0,8,6,73,0,0,0,0,0,0,72,7.3,6,13,2015,DAL,TE,82,1
85059,4092,GE-0250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,-0.5,5,3,2015,DAL,TE,89,1
85060,4092,LW-1150,0,0,0,0,0,4,4,35,0,0,0,0,0,2,44,0,0,0,10,1.8,2,1,2015,DAL,RWR,13,2
85061,4092,JR-0250,0,0,0,0,0,2,2,24,0,0,0,0,0,0,0,0,0,0,5,2.4,6,3,2015,DAL,INA,0,0
85062,4092,DM-1600,0,0,0,0,0,29,19,152,1,2,2,10,0,0,0,0,0,0,59,22.2,6,8,2015,DAL,RB,20,1
85063,4092,BB-4100,0,0,0,0,0,0,0,0,0,5,2,41,0,0,0,0,0,0,56,4.1,2,3,2015,DAL,RWR,19,3
85064,4092,OB-0075,0,0,0,0,0,0,0,0,0,6,4,35,0,0,0,0,0,0,0,3.5,7,2,2015,NYG,LWR,13,1
85065,4092,AW-1350,0,0,0,0,0,4,2,13,0,0,0,0,0,0,0,0,0,0,5,1.3,7,2,2015,NYG,RB,44,2
85066,4092,CB-1130,0,0,0,0,0,0,0,0,0,2,0,0,0,3,7,0,1,0,36,-1.7,6,4,2015,DAL,LWR,11,3
85067,4092,TC-1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,-1,2,6,2015,DAL,FB,44,1
85068,4092,TW-2270,0,0,0,0,0,0,0,0,0,7,4,70,0,0,0,0,0,0,57,7,6,3,2015,DAL,RWR,83,1
85069,4092,RR-0130,0,0,0,0,0,0,0,0,0,5,2,68,0,0,0,0,0,0,48,6.8,7,4,2015,NYG,RWR,82,1
85070,4092,OD-0200,0,0,0,0,0,8,5,48,1,1,0,0,0,0,0,0,0,0,14,10.8,1,2,2015,NYG,RB,26,4
85071,4092,CM-2280,0,0,0,0,0,5,1,18,0,1,1,2,0,0,0,0,0,0,7,2,3,3,2015,DAL,RB,30,2
85072,4092,DS-4750,0,0,0,0,0,0,0,0,0,1,1,25,1,1,22,0,0,10,11,-0.1,5,2,2015,DAL,LWR,15,2
85073,4092,SV-0200,0,0,0,0,0,4,2,56,0,3,1,6,0,0,0,0,0,0,23,6.2,7,5,2015,NYG,RB,34,3
85074,4092,JH-0860,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,27,0.6,2,4,2015,DAL,TE,84,2
85075,4093,SB-1100,46,26,205,1,0,3,1,6,0,0,0,0,0,0,0,0,0,0,83,6.8,7,6,2015,PHI,QB,7,1
85076,4093,DM-4300,0,0,0,0,0,18,7,65,0,4,2,5,0,0,0,0,0,0,39,7,6,5,2015,PHI,RB,29,1
85077,4093,DS-3300,0,0,0,0,0,3,1,9,0,10,5,31,0,3,2,0,0,0,28,0.1,7,11,2015,PHI,RB,43,3
85078,4093,TG-0900,0,0,0,0,0,1,1,43,0,8,5,59,0,4,5,0,0,0,44,0.2,6,9,2015,CAR,RWR,19,1
85079,4093,JS-6700,0,0,0,0,0,24,12,125,0,1,0,0,0,0,0,0,0,0,43,12.5,6,8,2015,CAR,RB,28,1
85080,4093,CN-0500,24,14,197,3,1,4,3,20,1,0,0,0,0,0,0,0,0,0,61,13.9,6,5,2015,CAR,QB,1,1
85081,4093,CB-3850,0,0,0,0,0,0,0,0,0,5,3,38,0,0,0,0,0,5,51,3.3,6,2,2015,CAR,LWR,16,1
85082,4093,MT-1300,0,0,0,0,0,3,3,16,1,1,1,2,1,0,0,0,0,0,17,13.8,6,8,2015,CAR,FB,35,1
85083,4093,JM-1550,0,0,0,0,0,0,0,0,0,7,3,14,0,0,0,0,0,0,58,1.4,7,2,2015,PHI,SWR,81,1
85084,4093,MA-1400,0,0,0,0,0,0,0,0,0,6,4,52,0,0,0,0,0,0,60,5.2,7,10,2015,PHI,LWR,19,2
85085,4093,RM-1200,0,0,0,0,0,6,2,97,1,3,3,24,0,0,0,0,0,0,16,18.1,7,6,2015,PHI,RB,24,2
85086,4093,GO-0100,0,0,0,0,0,0,0,0,0,5,3,65,0,0,0,0,0,0,61,6.5,6,9,2015,CAR,TE,88,1
85087,4093,ZE-0100,0,0,0,0,0,0,0,0,0,8,5,63,0,0,0,0,0,0,75,6.3,7,3,2015,PHI,TE,86,2
85088,4093,BC-0700,0,0,0,0,0,0,0,0,0,3,2,11,0,0,0,0,0,0,44,1.1,4,9,2015,PHI,TE,87,1
85089,4093,JH-5750,0,0,0,0,0,0,0,0,0,5,2,5,0,0,0,0,0,0,69,0.5,6,2,2015,PHI,RWR,13,1
85090,4093,FW-0750,0,0,0,0,0,0,0,0,0,1,0,0,0,1,27,0,0,0,6,1.1,6,4,2015,CAR,RB,43,2
85091,4093,JC-5400,0,0,0,0,0,0,0,0,0,1,1,13,0,0,0,0,0,0,21,1.3,4,12,2015,CAR,LWR,82,2
85092,4093,DF-2200,0,0,0,0,0,0,0,0,0,2,1,20,0,0,0,0,0,0,18,2,6,1,2015,CAR,RWR,17,2
85093,4093,CA-1175,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,2015,CAR,RB,34,3
85094,4094,CJ-1700,0,0,0,0,0,18,7,122,1,0,0,0,0,0,0,0,0,0,27,18.2,7,8,2015,ARI,RB,27,1
85095,4094,CP-0500,29,20,275,0,2,2,0,2,0,0,0,0,0,0,0,0,0,12,62,18,7,13,2015,ARI,QB,3,1
85096,4094,JB-6950,0,0,0,0,0,0,0,0,0,6,4,65,1,0,0,0,0,0,51,12.5,7,2,2015,ARI,RWR,12,2
85097,4094,JF-1900,40,26,252,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64,12.1,7,8,2015,BAL,QB,5,1
85098,4094,KJ-1400,0,0,0,0,0,0,0,0,0,5,4,15,1,0,0,0,0,5,18,7,7,3,2015,BAL,FB,44,1
85099,4094,JF-2800,0,0,0,0,0,12,3,36,1,4,3,8,0,0,0,0,0,0,55,10.4,7,8,2015,BAL,RB,29,1
85100,4094,KA-0400,0,0,0,0,0,0,0,0,0,3,1,6,0,0,0,0,0,0,52,0.6,7,5,2015,BAL,LWR,11,1
85101,4094,JG-3700,0,0,0,0,0,0,0,0,0,6,4,62,0,0,0,0,0,10,51,5.2,7,6,2015,ARI,TE,84,1
85102,4094,MF-0950,0,0,0,0,0,0,0,0,0,4,3,59,1,0,0,0,0,0,41,11.9,7,4,2015,ARI,RWR,15,1
85103,4094,CG-1030,0,0,0,0,0,0,0,0,0,7,5,53,0,0,0,0,0,5,52,4.8,5,2,2015,BAL,TE,80,1
85104,4094,SS-2100,0,0,0,0,0,0,0,0,0,9,5,78,0,0,0,0,0,0,48,7.8,6,15,2015,BAL,RES,89,3
85105,4094,JA-1025,0,0,0,0,0,3,3,25,0,1,1,10,0,0,0,0,0,0,9,3.5,7,1,2015,BAL,RB,37,2
85106,4094,NB-0450,0,0,0,0,0,0,0,0,0,2,2,20,0,0,0,0,0,0,20,2,4,1,2015,BAL,TE,82,3
85107,4094,CG-1060,0,0,0,0,0,1,0,-6,0,2,1,31,0,0,0,0,0,0,10,2.5,5,4,2015,BAL,RWR,13,2
85108,4094,LF-0200,0,0,0,0,0,0,0,0,0,5,3,39,0,0,0,0,0,0,59,3.9,7,12,2015,ARI,LWR,11,1
85109,4094,JR-3270,0,0,0,0,0,0,0,0,0,1,1,9,0,4,36,0,1,0,17,-0.6,3,5,2015,BAL,LWR,10,3
85110,4094,MB-4050,0,0,0,0,0,0,0,0,0,5,3,22,0,0,0,0,0,0,38,2.2,7,3,2015,BAL,RWR,14,1
85111,4094,AE-0750,0,0,0,0,0,5,5,21,0,4,3,28,0,0,0,0,0,0,18,4.9,4,3,2015,ARI,RB,38,2
85112,4094,BG-0750,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,2015,ARI,LWR,10,3
85113,4094,DJ-1325,0,0,0,0,0,3,1,5,0,2,2,19,0,0,0,0,0,0,18,2.4,7,1,2015,ARI,RB,31,3
85114,4094,JB-6750,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,51,0.3,5,3,2015,ARI,LWR,13,2
85115,4095,LB-0500,0,0,0,0,0,17,10,72,0,1,1,2,0,0,0,0,0,0,27,7.4,6,6,2015,NE,RB,29,1
85116,4095,TB-2300,38,26,356,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,68,30.3,7,16,2015,NE,QB,12,1
85117,4095,JE-0100,0,0,0,0,0,0,0,0,0,9,7,81,2,3,40,0,0,0,68,1.6,7,7,2015,NE,RWR,11,1
85118,4095,DA-0900,0,0,0,0,0,0,0,0,0,1,1,11,0,1,0,0,0,15,34,-0.4,7,8,2015,NE,LWR,80,1
85119,4095,BL-0100,0,0,0,0,0,0,0,0,0,7,4,47,0,0,0,0,0,0,59,4.7,2,6,2015,NE,LWR,19,2
85120,4095,DL-1700,0,0,0,0,0,5,2,19,0,9,6,93,1,0,0,0,0,0,39,17.2,6,5,2015,NE,RB,33,1
85121,4095,RG-2200,0,0,0,0,0,0,0,0,0,9,6,113,1,0,0,0,0,15,68,15.8,7,6,2015,NE,TE,87,1
85122,4095,LM-1150,0,0,0,0,0,9,4,15,1,5,5,19,0,0,0,0,0,0,35,9.4,7,4,2015,MIA,RB,26,1
85123,4095,RT-0150,44,28,300,2,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,63,7.9,7,4,2015,MIA,QB,17,1
85124,4095,DS-2170,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,10,22,-0.4,4,3,2015,MIA,TE,80,2
85125,4095,RM-1500,0,0,0,0,0,0,0,0,0,12,7,62,0,0,0,0,0,0,59,6.2,7,4,2015,MIA,RWR,18,1
85126,4095,SC-0400,0,0,0,0,0,0,0,0,0,2,1,9,0,0,0,0,0,0,27,0.9,6,9,2015,NE,TE,88,2
85127,4095,JL-0215,0,0,0,0,0,0,0,0,0,8,6,71,0,8,77,0,0,5,61,2.6,7,2,2015,MIA,SWR,14,1
85128,4095,JG-3050,0,0,0,0,0,2,0,1,0,5,4,50,0,0,0,0,0,0,26,5.1,5,4,2015,MIA,RB,38,3
85129,4095,JC-0400,0,0,0,0,0,0,0,0,0,5,2,34,0,0,0,0,0,0,50,3.4,7,5,2015,MIA,TE,84,1
85130,4095,KS-2350,0,0,0,0,0,0,0,0,0,7,3,58,0,0,0,0,0,0,52,5.8,6,3,2015,MIA,LWR,10,1
85131,4095,JW-2550,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,0.3,4,2,2015,NE,RB,28,2
85132,4096,MS-4100,36,22,217,2,1,1,0,5,0,0,0,0,0,0,0,0,0,0,56,9.2,8,7,2015,DET,QB,9,1
85133,4096,CJ-1100,0,0,0,0,0,0,0,0,0,10,5,85,0,0,0,0,0,0,46,8.5,8,9,2015,DET,RWR,81,1
85134,4096,JB-2700,0,0,0,0,0,7,3,56,0,1,0,0,0,0,0,0,0,0,17,5.6,5,6,2015,DET,RB,35,1
85135,4096,GT-0100,0,0,0,0,0,0,0,0,0,7,6,59,0,2,5,0,0,0,59,0.2,8,6,2015,DET,LWR,15,1
85136,4096,EE-0050,0,0,0,0,0,0,0,0,0,5,3,24,0,0,0,0,0,0,46,2.4,6,2,2015,DET,TE,85,1
85137,4096,TR-0370,0,0,0,0,0,5,1,17,0,7,6,30,0,0,0,0,0,0,39,4.7,8,3,2015,DET,RB,25,2
85138,4096,KD-0450,0,0,0,0,0,4,2,9,0,0,0,0,0,1,50,0,0,0,7,2,8,3,2015,KC,RB,34,2
85139,4096,AS-1600,26,18,145,0,2,5,4,78,1,0,0,0,0,0,0,0,0,0,57,27.6,8,11,2015,KC,QB,11,1
85140,4096,AW-1650,0,0,0,0,0,0,0,0,0,4,3,12,0,0,0,0,0,0,60,1.2,6,2,2015,KC,LWR,12,1
85141,4096,JM-0200,0,0,0,0,0,0,0,0,0,5,3,35,1,0,0,0,0,0,52,9.5,7,7,2015,KC,RWR,19,1
85142,4096,TK-0150,0,0,0,0,0,0,0,0,0,8,6,49,1,0,0,0,0,0,55,10.9,8,3,2015,KC,TE,87,1
85143,4096,CW-1450,0,0,0,0,0,20,7,97,1,6,4,25,0,0,0,0,0,0,53,18.2,7,2,2015,KC,RB,35,1
85144,4096,DT-0850,0,0,0,0,0,1,1,10,1,3,3,22,0,7,68,0,0,0,16,2.7,8,2,2015,KC,LWR,13,2
85145,4096,AA-0025,0,0,0,0,0,1,0,3,0,2,0,0,0,6,151,0,0,0,5,6,8,1,2015,DET,RB,21,3
85146,4096,CF-1550,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,22,-1,3,3,2015,DET,RWR,10,2
85147,4096,DH-1450,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,0,3,3,2015,KC,TE,84,3
85148,4096,BP-0600,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,3,7,2015,DET,TE,87,1
85149,4096,LM-1500,0,0,0,0,0,0,0,0,0,3,3,29,1,0,0,0,0,0,47,8.9,8,11,2015,DET,LWR,16,2
85150,4096,SW-0350,0,0,0,0,0,2,1,12,1,0,0,0,0,0,0,0,0,0,3,7.2,2,3,2015,KC,RB,32,3
85151,4096,CD-0300,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.2,1,7,2015,KC,QB,10,2
85152,4096,CC-3950,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,9,0.6,6,1,2015,KC,RWR,17,3
85153,4096,DO-0300,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.4,2,11,2015,DET,QB,8,2
85154,4097,EW-0500,0,0,0,0,0,0,0,0,0,1,1,11,0,5,81,0,0,0,5,3.2,8,9,2015,ATL,RWR,14,2
85155,4097,MR-2500,45,37,397,1,2,3,1,2,0,0,0,0,0,0,0,0,1,0,80,20.1,8,8,2015,ATL,QB,2,1
85156,4097,JJ-4700,0,0,0,0,0,0,0,0,0,13,12,162,1,0,0,0,1,6,72,19.6,8,5,2015,ATL,LWR,11,1
85157,4097,JT-0300,0,0,0,0,0,0,0,0,0,12,10,103,1,0,0,0,0,0,65,16.3,7,8,2015,ATL,TE,83,1
85158,4097,DF-1875,0,0,0,0,0,21,8,88,0,8,6,43,0,0,0,0,0,15,67,11.6,8,2,2015,ATL,RB,24,1
85159,4097,RW-2200,0,0,0,0,0,0,0,0,0,3,2,24,0,0,0,0,0,0,65,2.4,7,11,2015,ATL,RWR,84,1
85160,4097,DM-0450,0,0,0,0,0,23,9,71,0,1,1,7,0,0,0,0,0,0,41,7.8,7,4,2015,TB,RB,22,1
85161,4097,JW-5650,29,16,177,0,1,3,2,24,1,0,0,0,0,0,0,0,0,0,70,19.5,7,1,2015,TB,QB,3,1
85162,4097,ME-0600,0,0,0,0,0,0,0,0,0,9,3,48,0,0,0,0,0,0,52,4.8,6,2,2015,TB,RWR,13,1
85163,4097,AH-3862,0,0,0,0,0,0,0,0,0,6,3,14,0,0,0,0,0,0,43,1.4,2,1,2015,TB,LWR,11,2
85164,4097,JH-1350,0,0,0,0,0,0,0,0,0,4,2,21,0,0,0,0,0,0,53,2.1,1,1,2015,ATL,LWR,16,3
85165,4097,TC-2050,0,0,0,0,0,3,3,11,0,1,1,10,0,0,0,0,0,0,10,2.1,6,1,2015,ATL,RB,26,2
85166,4097,CS-1950,0,0,0,0,0,6,4,22,0,4,3,24,0,0,0,0,0,0,29,4.6,7,2,2015,TB,RB,34,2
85167,4097,CB-2775,0,0,0,0,0,0,0,0,0,2,2,48,1,0,0,0,0,0,27,10.8,3,2,2015,TB,TE,81,4
85168,4097,BM-3800,0,0,0,0,0,0,0,0,0,3,3,32,0,0,0,0,0,0,38,3.2,5,7,2015,TB,TE,82,2
85169,4097,LT-0550,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,10,34,-0.3,6,3,2015,ATL,TE,80,2
85170,4097,DD-3050,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,0,0,0,50,0.4,3,1,2015,TB,RWR,17,3
85171,4097,PD-0700,0,0,0,0,0,0,0,0,0,1,1,8,0,0,0,0,0,0,17,0.8,6,5,2015,ATL,FB,42,1
85172,4097,TW-0650,0,0,0,0,0,0,0,0,0,1,1,8,0,0,0,0,0,0,3,0.8,6,1,2015,ATL,RB,33,3
85173,4097,LS-1900,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,39,0,2,5,2015,TB,TE,88,3
85174,4098,DJ-1325,0,0,0,0,0,1,1,4,0,2,2,44,0,3,63,0,0,0,6,2.5,8,1,2015,ARI,RB,31,3
85175,4098,JN-0625,0,0,0,0,0,1,0,0,0,4,3,70,0,0,0,0,0,5,20,6.5,3,1,2015,ARI,RWR,14,3
85176,4098,CP-0500,38,23,374,1,4,3,1,6,0,0,0,0,0,0,0,0,0,0,81,29.6,8,13,2015,ARI,QB,3,1
85177,4098,LF-0200,0,0,0,0,0,0,0,0,0,11,9,84,1,0,0,0,1,0,77,12.4,8,12,2015,ARI,LWR,11,1
85178,4098,AE-0750,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,26,0,5,3,2015,ARI,RB,38,2
85179,4098,CJ-1700,0,0,0,0,0,30,18,109,0,1,0,0,0,0,0,0,2,0,51,6.9,8,8,2015,ARI,RB,27,1
85180,4098,JG-3700,0,0,0,0,0,0,0,0,0,4,2,19,0,0,0,0,0,0,66,1.9,8,6,2015,ARI,TE,84,1
85181,4098,TN-0550,0,0,0,0,0,0,0,0,0,2,2,12,2,0,0,0,0,0,34,13.2,2,2,2015,ARI,TE,87,2
85182,4098,IC-0300,0,0,0,0,0,10,3,14,0,2,1,12,0,0,0,0,0,0,20,2.6,8,2,2015,CLE,RB,34,1
85183,4098,JM-2900,34,18,211,1,3,5,3,18,0,0,0,0,0,0,0,0,1,5,56,17.7,7,14,2015,CLE,QB,13,2
85184,4098,TG-0025,0,0,0,0,0,0,0,0,0,7,4,32,0,0,0,0,0,0,39,3.2,8,2,2015,CLE,LWR,18,2
85185,4098,GB-0200,0,0,0,0,0,0,0,0,0,11,7,53,1,0,0,0,0,0,55,11.3,8,8,2015,CLE,TE,82,1
85186,4098,MF-0950,0,0,0,0,0,0,0,0,0,8,4,106,1,0,0,0,0,0,67,16.6,8,4,2015,ARI,RWR,15,1
85187,4098,RT-1950,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,19,0.3,3,4,2015,CLE,RB,27,3
85188,4098,BH-0800,0,0,0,0,0,0,0,0,0,10,4,32,2,0,0,0,0,0,51,15.2,8,7,2015,CLE,LWR,83,1
85189,4098,TB-1060,0,0,0,0,0,0,0,0,0,5,3,26,0,2,19,0,0,0,53,0.8,8,4,2015,CLE,RWR,11,1
85190,4098,JD-2600,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,26,0,5,6,2015,CLE,TE,81,1
85191,4098,DJ-1850,0,0,0,0,0,1,0,3,0,2,2,68,0,0,0,0,0,0,24,7.1,8,1,2015,CLE,RB,29,2
85192,4098,JB-6750,0,0,0,0,0,0,0,0,0,4,1,39,0,0,0,0,0,0,38,3.9,6,3,2015,ARI,LWR,13,2
85193,4098,JM-0850,6,3,12,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7,0.6,4,2,2015,CLE,QB,2,1
