pid,qba,wo,bf,li,brec,incd,hur,mbt,yac
655435,,3,1,1,4,NA,0,0,0
655436,,3,1,1,1,NA,0,1,0
655439,,3,1,1,4,NA,0,1,0
655440,,3,1,1,0,NA,0,0,0
655441,,3,1,1,0,NA,0,0,1
655442,SC,4,1,0,0,NA,0,1,0
655443,,3,1,1,0,OT,1,0,0
655444,,4,1,0,0,DEF,0,0,0
655446,,0,3,2,5,NA,0,0,0
655448,PI,2,1,2,4,NA,0,0,0
655449,,4,1,0,0,NA,0,0,0
655450,,3,1,1,4,NA,0,1,0
655451,SC,4,1,0,0,NA,0,0,0
655453,,4,1,0,1,NA,0,0,0
655454,SC,4,1,0,1,NA,0,0,0
655456,PA,3,1,1,1,NA,0,0,0
655457,,3,1,1,0,NA,0,0,1
655458,,3,1,1,0,NA,0,0,5
655460,RO,1,2,2,3,NA,0,0,0
655461,,4,1,0,0,NA,0,0,0
655462,,1,1,3,2,DC,0,0,0
655463,,4,1,0,2,NA,0,1,7
655464,,1,3,1,0,NA,0,0,3
655465,RO,1,3,1,3,NA,0,0,0
655466,PA,1,1,3,1,DEF,1,0,0
655467,PA,1,3,1,2,DRP,1,0,0
655468,,3,1,1,1,NA,0,0,3
655469,PA,2,1,2,1,NA,1,0,3
655470,,2,1,2,4,NA,0,0,0
655471,,2,2,1,0,NA,0,0,3
655472,,3,1,1,1,OT,1,0,0
655473,,1,2,2,4,NA,0,0,0
655474,,0,2,3,4,NA,0,0,0
655475,PA,0,2,3,2,OT,1,0,0
655476,,0,2,3,4,NA,0,0,0
655477,,0,2,3,2,DEF,0,0,0
655478,,1,2,2,4,NA,0,0,0
655479,,1,2,2,4,NA,0,0,0
655480,,4,1,0,0,DEF,1,0,0
655483,PA,1,3,1,1,NA,0,0,20
655484,,2,1,2,0,NA,0,0,0
655485,,2,1,2,0,NA,0,0,1
655486,,4,1,0,0,DEF,1,0,0
655488,,4,1,0,0,NA,0,0,0
655489,,2,1,2,0,NA,1,0,0
655492,,3,1,1,4,NA,0,1,0
655493,,3,1,1,4,NA,0,0,0
655494,,3,1,1,0,NA,0,1,8
655495,,3,1,1,0,NA,1,0,4
655496,,4,1,0,1,NA,0,0,0
655497,,3,1,1,4,NA,0,0,0
655500,,2,2,1,2,NA,0,0,0
655501,PA,2,2,1,2,NA,0,1,45
655504,,3,1,1,4,NA,0,0,0
655505,,3,1,1,4,NA,0,0,0
655506,,4,0,1,1,NA,0,0,13
655507,,3,1,1,4,NA,0,0,0
655508,,4,1,0,0,NA,0,0,0
655511,,4,1,0,0,NA,0,0,0
655512,DP,3,1,1,4,NA,0,0,0
655513,,3,1,1,0,NA,0,0,0
655514,,3,1,1,0,NA,0,0,3
655515,,3,1,1,0,NA,0,0,1
655516,SC,4,1,0,1,NA,1,0,0
655517,,4,1,0,0,NA,1,0,3
655518,,3,0,2,0,NA,1,0,0
655519,,3,1,1,0,NA,0,0,0
655520,,4,1,0,0,NA,0,1,5
655521,,4,1,0,0,NA,0,0,0
655522,,3,1,1,4,NA,0,1,0
655523,,3,1,1,1,OT,1,0,0
655524,,4,1,0,0,OT,1,0,0
655525,SC,3,1,1,0,NA,0,0,0
655526,,1,2,2,4,NA,0,3,0
655527,,0,3,2,5,NA,0,0,0
655528,,0,3,2,5,NA,0,0,0
655529,,0,3,2,5,NA,0,0,0
655531,,1,1,3,3,NA,0,0,4
655532,,2,3,0,4,NA,0,0,0
655534,,4,1,0,0,NA,0,0,2
655535,,2,2,1,4,NA,0,0,0
655536,,3,2,0,0,NA,0,0,15
655538,PA,1,2,2,1,DRP,0,0,0
655539,,3,1,1,4,NA,0,0,0
655540,,4,1,0,1,OT,0,0,0
655542,,0,1,4,4,NA,0,0,0
655543,,1,2,2,4,NA,0,0,0
655544,,2,2,1,1,NA,0,0,3
655545,,2,2,1,4,NA,0,1,0
655546,,2,2,1,3,NA,0,0,0
655547,SC,5,0,0,0,NA,0,0,0
655548,,4,1,0,1,DEF,1,0,0
655550,,3,2,0,4,NA,0,1,0
655552,,3,1,1,4,NA,0,0,0
655553,,5,0,0,0,NA,0,0,2
655554,,4,1,0,0,NA,0,0,0
655557,,3,1,1,4,NA,0,2,0
655558,,5,0,0,3,NA,1,0,2
655559,,4,1,0,0,NA,1,0,5
655560,,2,2,1,1,NA,0,0,0
655563,,2,2,1,4,NA,0,0,0
655564,,4,1,0,0,NA,0,0,12
655565,,5,0,0,0,NA,0,0,4
655566,,3,1,1,4,NA,0,0,0
655568,PA,3,2,0,0,NA,0,0,0
655570,,4,0,1,0,UT,1,0,0
655572,,3,1,1,4,NA,0,0,0
655573,,3,1,1,4,NA,0,0,0
655574,PA,3,1,1,2,DRP,0,0,0
655576,PA,2,2,1,0,NA,0,0,0
655577,,2,1,2,4,NA,0,0,0
655578,PA,2,1,2,1,NA,0,0,2
655579,,3,1,1,4,NA,0,0,0
655580,,4,1,0,0,NA,0,0,0
655582,,2,1,2,4,NA,0,0,0
655583,,2,1,2,4,NA,0,0,0
655584,BL,1,2,2,4,NA,0,0,0
655587,,3,1,1,1,NA,0,1,10
655588,,3,2,0,4,NA,0,0,0
655589,,4,1,0,1,OT,1,0,0
655591,PA,2,1,2,2,DEF,0,0,0
655592,,3,1,1,4,NA,0,0,0
655593,,3,1,1,1,NA,0,0,9
655594,,1,2,2,4,NA,0,0,0
655595,PA,3,2,0,0,NA,0,0,14
655596,,2,2,1,4,NA,0,0,0
655597,,3,2,0,4,NA,0,1,0
655600,,4,1,0,0,DC,0,0,0
655602,,4,1,0,2,NA,1,0,2
655603,,4,1,0,1,NA,0,0,4
655604,SC,4,1,0,0,NA,0,0,0
655607,,4,1,0,1,NA,0,0,4
655608,,4,1,0,0,NA,1,0,0
655611,,0,3,2,5,NA,0,0,0
655613,,2,2,1,2,NA,0,2,0
655614,,2,1,2,4,NA,0,0,0
655615,PA,2,1,2,1,NA,0,0,3
655617,BL,0,2,3,1,NA,0,1,0
655620,PA,3,2,0,1,DEF,0,0,0
655621,,4,1,0,0,OT,0,0,0
655622,,4,1,0,0,NA,0,1,9
655623,,2,2,1,4,NA,0,1,0
655624,PA,1,2,2,1,UT,0,0,0
655625,,2,1,2,4,NA,0,0,0
655626,,3,1,1,4,NA,0,0,0
655627,,3,2,0,1,NA,0,0,0
655628,,2,2,1,4,NA,0,1,0
655629,,2,2,1,4,NA,0,3,0
655630,,2,2,1,4,NA,0,2,0
655631,,2,2,1,0,NA,0,0,0
655632,,3,1,1,4,NA,0,0,0
655633,,4,1,0,0,NA,1,0,0
655636,,3,1,1,4,NA,0,0,0
655637,,1,2,2,4,NA,0,0,0
655638,PA,1,1,3,0,NA,1,0,4
655639,,3,1,1,0,NA,0,0,5
655640,PA,2,1,2,1,NA,1,0,9
655641,,2,2,1,4,NA,0,1,0
655642,,2,2,1,1,DC,0,0,0
655643,,2,2,1,2,OT,0,0,0
655646,PA,1,2,2,4,DEF,0,0,0
655647,,5,0,0,0,NA,0,0,2
655648,,4,1,0,0,NA,0,0,6
655649,PA,3,2,0,0,NA,1,3,23
655650,PI,2,2,1,4,NA,0,1,0
655651,,3,1,1,4,NA,0,0,0
655652,,3,1,1,0,DEF,0,0,0
655653,,5,0,0,0,NA,0,0,2
655654,,1,2,2,4,NA,0,2,0
655655,,4,1,0,4,NA,0,0,0
655656,PI,4,1,0,4,NA,0,1,0
655657,,2,2,1,4,NA,0,0,0
655658,PA,3,1,1,4,NA,0,0,0
655659,,1,2,2,3,NA,0,0,0
655662,,2,1,2,2,NA,0,1,0
655663,,1,2,2,3,NA,0,0,0
655664,,3,1,1,2,NA,0,0,0
655665,PI,3,1,1,4,NA,0,0,0
655666,PA,2,1,2,0,DRP,0,0,0
655667,,4,1,0,0,DEF,1,0,0
655669,,2,2,1,4,NA,0,0,0
655670,,3,1,1,4,NA,0,1,0
655671,,2,1,2,2,NA,0,0,1
655674,,2,2,1,2,NA,0,0,0
655675,,3,1,1,1,DEF,0,0,0
655676,SC,4,1,0,0,NA,0,0,0
655677,,1,2,2,4,NA,0,0,0
655678,,2,2,1,2,NA,0,0,0
655679,PA,3,1,1,0,NA,0,0,0
655680,,4,1,0,1,NA,1,1,16
655681,SC,5,0,0,0,NA,0,0,0
655684,,3,1,1,0,NA,0,0,2
655685,,1,1,3,3,NA,0,2,0
655686,,1,2,2,2,NA,0,0,0
655687,,1,1,3,3,NA,0,0,0
655688,,2,2,1,4,NA,0,0,0
655691,,5,0,0,0,NA,0,0,3
655692,,4,1,0,0,NA,0,0,10
655694,,4,1,0,0,NA,0,0,0
655695,,3,1,1,0,NA,0,0,17
655696,,4,1,0,0,NA,0,0,4
655698,,4,1,0,0,DEF,0,0,0
655699,,3,1,1,0,NA,0,0,2
655700,,4,1,0,0,DEF,0,0,0
655701,,4,1,0,1,DEF,0,0,0
655703,DP,3,2,0,4,NA,0,0,0
655704,DP,2,1,2,3,NA,0,0,0
655705,DP,2,1,2,3,NA,0,0,0
655706,,4,1,0,2,DEF,1,0,0
655707,,4,1,0,0,NA,0,0,0
655708,,3,1,1,4,NA,0,0,0
655709,RO,3,1,1,1,NA,0,0,0
655710,,3,1,1,3,NA,0,0,0
655711,DP,4,1,0,0,NA,0,0,0
655712,,3,1,1,4,NA,0,0,0
655713,,4,1,0,0,NA,0,0,0
655716,,5,0,0,0,DRP,0,0,0
655717,,2,1,2,4,NA,0,0,0
655718,,3,1,1,2,NA,1,1,10
655719,,2,2,1,4,NA,0,0,0
655720,,3,2,0,4,NA,0,0,0
655721,,3,1,1,2,DEF,0,0,0
655723,,2,1,2,4,NA,0,0,0
655724,,3,1,1,3,NA,0,0,0
655725,,5,0,0,0,NA,0,0,1
655727,,4,1,0,0,NA,0,0,3
655728,,2,2,1,4,NA,0,0,0
655730,PA,2,1,2,0,NA,1,0,0
655732,,4,1,0,0,NA,1,0,3
655733,,3,1,1,0,DC,1,0,0
655735,,3,1,1,3,NA,0,1,0
655736,,2,2,1,4,NA,0,0,0
655737,,3,1,1,3,NA,0,1,0
655738,,3,1,1,3,NA,0,0,0
655739,,1,2,2,3,NA,0,0,0
655740,,0,2,3,3,NA,0,0,0
655741,BL,0,2,3,1,NA,0,0,0
655744,,3,1,1,0,NA,0,0,2
655745,,3,2,0,4,NA,0,0,0
655746,,4,0,1,0,NA,1,0,13
655747,,3,2,0,2,NA,1,0,9
655748,,2,1,2,4,NA,0,0,0
655749,BL,3,1,1,2,NA,0,0,1
655750,PA,4,1,0,1,NA,1,0,2
655751,,3,2,0,4,NA,0,1,0
655752,,1,2,2,3,NA,0,0,0
655753,,4,1,0,0,NA,0,1,13
655755,,3,2,0,0,NA,0,0,6
655756,,3,1,1,1,DEF,0,0,0
655757,,3,2,0,0,DEF,0,0,0
655760,,3,1,1,4,NA,0,0,0
655761,PA,3,1,1,1,NA,0,0,2
655762,PA,1,2,2,2,NA,1,0,59
655763,PA,3,1,1,0,NA,1,0,9
655764,,3,1,1,4,NA,0,0,0
655766,,1,2,2,3,NA,0,1,0
655767,,4,1,0,0,NA,0,0,0
655768,,5,0,0,0,OT,0,0,0
655771,,4,1,0,1,NA,0,0,8
655772,,4,1,0,0,UT,0,0,0
655774,,4,1,0,1,DRP,0,0,0
655775,,4,1,0,0,NA,0,0,0
655776,,4,1,0,0,NA,1,0,3
655777,,4,1,0,0,NA,0,0,0
655778,,4,1,0,0,NA,0,1,7
655779,,4,1,0,0,NA,1,0,0
655782,,2,2,1,4,NA,0,0,0
655784,DP,2,2,1,3,NA,0,1,0
655785,,3,2,0,0,NA,0,0,0
655786,,3,1,1,1,NA,0,0,2
655787,,3,1,1,3,NA,0,0,0
655788,SC,5,0,0,0,NA,0,0,0
655789,,3,1,1,4,NA,0,0,0
655790,SC,3,1,1,0,NA,0,0,0
655792,PA,3,1,1,0,NA,1,0,0
655793,DP,3,1,1,3,NA,0,0,0
655794,DP,3,1,1,3,NA,0,0,0
655795,PA,2,1,2,0,TA,1,0,0
655796,SC,4,1,0,0,NA,0,1,0
655798,,0,2,3,3,NA,0,0,0
655801,PA,3,1,1,1,NA,0,0,9
655802,,4,1,0,1,NA,0,0,0
655803,,3,1,1,4,NA,0,0,0
655804,DP,3,1,1,4,NA,0,0,0
655805,,3,1,1,4,NA,0,0,0
655806,BL,3,1,1,0,NA,1,0,1
655807,,4,0,1,0,NA,0,0,0
655808,,4,1,0,0,NA,0,0,0
655810,,4,1,0,0,NA,0,0,2
655811,,4,1,0,2,NA,0,0,0
655812,,4,1,0,0,NA,0,0,4
655813,,4,1,0,0,DC,0,0,0
655814,SC,4,1,0,0,NA,0,0,0
655815,,4,1,0,0,NA,0,1,1
655816,,4,1,0,0,NA,0,0,7
655817,,4,1,0,1,DEF,1,0,0
655818,,4,1,0,0,DEF,0,0,0
655819,,4,1,0,1,OT,0,0,0
655821,,3,1,1,4,NA,0,0,0
655822,,3,1,1,1,NA,0,0,0
655824,,4,1,0,1,NA,0,0,6
655825,,2,1,2,4,NA,0,0,0
655826,,2,1,2,0,DRP,0,0,0
655827,SC,3,1,1,1,NA,0,0,0
655830,,4,1,0,0,DEF,0,0,0
655831,,3,1,1,3,NA,0,0,0
655832,SC,3,1,1,1,NA,0,0,0
655833,,3,1,1,1,NA,0,0,1
655834,DP,3,1,1,3,NA,0,1,0
655835,,3,1,1,4,NA,0,0,0
655836,,1,1,3,4,NA,0,0,0
655837,,3,1,1,3,NA,0,0,0
655839,,2,1,2,3,NA,0,0,0
655840,PA,4,1,0,0,NA,0,0,12
655843,,4,1,0,0,NA,0,0,5
655844,,4,1,0,0,NA,0,0,0
655845,,4,1,0,0,UT,1,0,0
655847,,4,1,0,0,NA,0,0,1
655848,,4,1,0,0,DC,0,0,0
655849,,4,1,0,0,NA,0,0,1
655850,,4,1,0,0,NA,0,1,3
655851,,4,1,0,1,DC,1,0,0
655852,,4,1,0,0,UT,0,0,0
655853,SC,4,1,0,0,NA,0,0,0
655854,,4,1,0,1,UT,0,0,0
655855,,4,1,0,1,DC,1,0,0
655857,,5,0,0,0,DEF,0,0,0
655858,,4,1,0,0,NA,0,0,0
655859,,5,0,0,0,TA,1,0,0
655860,,4,1,0,0,NA,0,0,0
655861,,4,1,0,1,DC,1,0,0
655862,,4,1,0,0,NA,1,0,4
655865,,2,2,1,4,NA,0,0,0
655866,,1,2,2,4,NA,0,0,0
655867,,1,2,2,4,NA,0,1,0
655868,,0,3,2,0,NA,0,0,0
655872,,2,1,2,0,NA,0,0,3
655873,,2,1,2,2,NA,0,0,0
655874,,2,1,2,2,NA,0,0,0
655877,,2,1,2,3,NA,0,0,0
655878,,2,1,2,4,NA,0,0,0
655879,PA,4,1,0,0,NA,1,0,0
655881,,2,2,1,4,NA,0,0,0
655882,,1,1,3,4,NA,0,0,0
655883,,3,1,1,0,NA,0,0,1
655884,,3,1,1,4,NA,0,0,0
655885,,4,0,1,0,NA,0,0,1
655886,,3,1,1,4,NA,0,0,0
655888,,2,1,2,3,NA,0,0,0
655889,,2,1,2,0,NA,0,0,2
655890,,4,1,0,0,NA,1,1,17
655891,,3,1,1,0,NA,0,0,1
655892,,3,1,1,1,NA,0,0,0
655893,,3,1,1,0,NA,0,0,24
655896,PA,3,1,1,1,TA,0,0,0
655897,,2,1,2,4,NA,0,0,0
655898,,3,1,1,0,NA,0,0,0
655899,,2,2,1,0,DC,0,0,0
655901,,3,1,1,4,NA,0,0,0
655902,,3,2,0,1,NA,0,0,6
655905,RO PA,3,1,1,2,NA,0,0,0
655906,,3,1,1,1,NA,0,0,0
655908,RO,4,1,0,2,NA,0,0,0
655909,,3,1,1,1,NA,0,0,0
655910,,3,1,1,2,NA,0,0,0
655911,SC,3,1,1,1,NA,0,1,0
655912,PA,3,1,1,1,NA,1,0,3
655913,,3,1,1,1,NA,0,0,0
655914,,3,1,1,2,NA,0,0,0
655915,,4,1,0,0,NA,0,0,2
655916,,0,2,3,3,NA,0,0,0
655919,,3,1,1,4,NA,0,0,0
655920,,4,0,1,0,NA,0,0,8
655922,,4,1,0,0,NA,0,0,6
655923,,4,0,1,0,NA,0,0,0
655924,,3,1,1,0,NA,0,0,0
655925,,2,1,2,4,NA,0,0,0
655927,,3,1,1,4,NA,0,0,0
655928,,3,1,1,4,NA,0,0,0
655929,PA,3,1,1,2,NA,0,0,0
655932,,3,1,1,1,NA,0,0,0
655933,,3,1,1,1,BR,0,0,0
655936,,3,1,1,3,NA,0,0,0
655937,PI,3,1,1,2,NA,0,0,0
655939,,3,1,1,3,NA,0,0,0
655940,,3,1,1,1,NA,0,0,0
655941,,3,1,1,1,NA,0,0,0
655943,,3,1,1,0,TA,1,0,0
655945,,3,1,1,1,DEF,0,0,0
655946,,4,0,1,0,DEF,0,0,0
655947,,3,1,1,1,OT,0,0,0
655950,,5,0,0,0,DEF,0,0,0
655951,,3,1,1,1,NA,0,1,2
655952,,3,1,1,0,NA,1,1,8
655954,,1,2,2,2,NA,0,0,0
655957,,3,1,1,2,NA,0,0,0
655958,,3,1,1,1,NA,0,0,0
655959,,4,1,0,1,DEF,0,0,0
655960,,2,1,2,4,NA,0,0,0
655961,PA,2,1,2,3,NA,0,0,0
655964,,3,1,1,0,NA,0,0,0
655966,,3,1,1,3,NA,0,0,0
655967,,3,1,1,1,NA,0,0,8
655969,,2,1,2,4,NA,0,0,0
655970,,3,1,1,4,NA,0,0,0
655971,,2,1,2,4,NA,0,0,0
655972,,3,1,1,2,DEF,1,0,0
655973,,4,0,1,0,NA,0,0,14
655975,PA,3,1,1,0,NA,0,0,0
655976,,3,1,1,4,NA,0,0,0
655977,PI,3,1,1,4,NA,0,1,0
655980,PA,3,1,1,1,NA,0,1,3
655981,,3,1,1,2,NA,0,1,0
655982,,3,1,1,3,NA,0,1,0
655983,,3,1,1,1,NA,0,0,6
655984,,3,1,1,1,NA,0,0,0
655985,,3,1,1,3,NA,0,0,10
655988,,1,2,2,4,NA,0,0,0
655989,,3,1,1,4,NA,0,0,0
655990,,4,1,0,0,OT,0,0,0
655995,PA,4,1,0,0,NA,0,0,6
655996,,4,1,0,1,OT,1,0,0
655997,,3,1,1,0,NA,0,0,0
656000,,3,1,1,4,NA,0,2,0
656002,PI,3,1,1,4,NA,0,0,0
656003,,3,1,1,4,NA,0,0,0
656004,,3,1,1,4,NA,0,0,0
656005,PA,3,1,1,0,OT,0,0,0
656006,,5,0,0,0,NA,1,0,8
656009,,2,1,2,2,NA,0,0,0
656010,,2,1,2,2,NA,0,0,0
656011,,2,2,1,2,NA,0,0,7
656013,PA,2,1,2,2,NA,0,0,3
656014,,2,1,2,1,DEF,0,0,0
656015,,2,1,2,4,NA,0,0,0
656016,,4,1,0,0,NA,0,0,0
656017,,1,1,3,0,NA,0,0,0
656018,,1,1,3,4,NA,0,0,0
656019,,1,1,3,4,NA,0,0,0
656020,,1,1,3,4,NA,0,0,0
656021,,1,1,3,4,NA,0,0,9
656024,,3,1,1,0,NA,0,1,7
656025,,4,1,0,0,NA,0,0,15
656026,,4,1,0,0,NA,0,0,0
656028,,3,1,1,2,OT,0,0,0
656029,,4,1,0,0,NA,1,0,2
656030,,4,1,0,1,OT,0,0,0
656031,,3,1,1,2,OT,1,0,0
656032,,0,3,2,5,NA,0,0,0
656033,,0,3,2,5,NA,0,0,0
656035,,2,1,2,2,NA,0,0,0
656036,PA SC,3,1,1,0,NA,0,1,0
656037,,2,3,0,2,NA,0,0,0
656038,,2,2,1,0,NA,0,1,5
656039,PA,2,2,1,1,OT,1,0,0
656040,PI,2,1,2,4,NA,0,1,0
656041,RO,2,2,1,1,NA,0,0,0
656042,,1,2,2,3,NA,0,1,0
656043,PA BL,4,1,0,0,NA,0,0,11
656044,,3,1,1,1,NA,0,0,0
656047,,4,0,1,0,NA,0,0,1
656048,,4,1,0,0,NA,0,0,1
656049,,4,1,0,1,OT,0,0,0
656051,,2,2,1,1,NA,0,0,0
656052,BL,2,1,2,1,NA,0,0,2
656053,SC,4,1,0,1,NA,0,0,0
656055,PA,2,1,2,3,NA,0,0,4
656056,,5,0,0,0,NA,0,0,4
656058,SC,4,1,0,0,NA,0,0,0
656059,,4,1,0,1,NA,0,0,1
656060,SC,4,1,0,0,NA,0,0,0
656063,,2,1,2,2,NA,0,1,2
656064,,3,1,1,2,NA,0,0,3
656065,,3,1,1,0,NA,0,0,0
656068,,5,0,0,0,NA,0,0,4
656069,,2,1,2,4,NA,0,0,0
656072,RO,2,1,2,2,NA,0,0,0
656073,,2,2,1,2,NA,0,0,0
656074,,4,1,0,1,DC,0,0,0
656075,,2,1,2,1,NA,0,0,16
656076,,3,1,1,0,NA,0,0,2
656077,,2,1,2,4,NA,0,2,0
656078,,2,1,2,0,DC,0,0,0
656079,,3,1,1,2,NA,0,0,0
656082,PA,2,1,2,1,NA,1,0,8
656083,,1,2,2,3,NA,0,0,0
656084,SC,4,1,0,1,NA,0,0,0
656087,,5,0,0,0,DEF,0,0,0
656088,,4,1,0,0,NA,0,0,9
656089,,5,0,0,0,NA,0,0,8
656090,PA,2,2,1,0,NA,0,1,1
656091,,3,1,1,3,NA,0,0,0
656092,,4,1,0,0,OT,1,0,0
656094,,3,1,1,0,NA,0,0,11
656095,,3,1,1,0,DRP,0,0,0
656096,,4,1,0,4,NA,0,0,0
656097,,5,0,0,0,UT,0,0,0
656098,,2,1,2,4,NA,0,0,0
656099,,5,0,0,0,NA,0,0,0
656100,PA SC,4,1,0,2,OT,1,0,0
656102,,3,1,1,0,NA,1,0,0
656104,PA SC,2,2,1,1,NA,0,1,4
656107,,3,1,1,0,NA,0,0,1
656108,,4,1,0,0,DC,0,0,0
656111,,4,1,0,0,DRP,0,0,0
656112,,5,0,0,0,NA,0,0,11
656113,,5,0,0,0,NA,0,3,14
656114,,3,1,1,4,NA,0,0,0
656115,,3,1,1,0,NA,0,0,1
656116,,4,1,0,0,UT,0,0,0
656119,RO,3,1,1,1,NA,0,1,0
656120,,3,1,1,0,NA,0,2,4
656121,,3,1,1,0,NA,0,0,0
656122,RO,3,1,1,2,NA,0,0,0
656123,SC,3,1,1,1,NA,0,0,0
656124,PI,3,2,0,3,NA,0,0,0
656125,,4,1,0,0,NA,0,0,0
656126,,3,1,1,0,NA,0,0,4
656127,SC,4,1,0,1,OT,1,0,0
656129,,0,3,2,5,NA,0,0,0
656131,,4,1,0,0,DC,1,0,0
656133,,3,1,1,2,NA,0,2,21
656135,,5,0,0,0,NA,0,0,11
656136,,4,1,0,0,OT,0,0,0
656137,,3,1,1,0,NA,0,0,2
656138,,5,0,0,1,NA,0,0,7
656139,PA,2,1,2,0,NA,0,0,7
656140,,2,1,2,4,NA,0,2,0
656142,,4,1,0,4,NA,0,1,0
656143,,3,1,1,2,DC,0,0,0
656144,,3,1,1,2,DEF,0,0,0
656148,PA,2,1,2,0,NA,1,0,3
656149,RO,3,1,1,1,NA,0,0,0
656150,,4,1,0,1,NA,1,0,0
656152,,3,1,1,1,OT,1,0,0
656153,,4,1,0,0,NA,0,1,16
656154,,4,1,0,0,NA,0,1,-2
656156,,5,0,0,0,DRP,0,0,0
656158,,4,1,0,4,NA,0,0,0
656159,,5,0,0,0,NA,0,0,3
656160,,3,1,1,4,NA,0,0,0
656161,,4,1,0,0,NA,0,0,6
656162,,3,1,1,4,NA,0,0,0
656163,,3,1,1,2,NA,1,0,2
656164,,4,1,0,0,DRP,1,0,0
656165,PA,3,1,1,2,NA,0,0,17
656168,PA,3,1,1,0,NA,0,0,0
656169,,3,1,1,1,NA,0,0,0
656170,,4,1,0,0,NA,0,0,0
656172,PA,2,1,2,3,DEF,0,0,0
656173,,2,1,2,1,NA,0,0,18
656174,,5,0,0,0,DEF,0,0,0
656175,,4,1,0,0,UT,1,0,0
656176,,5,0,0,0,DRP,0,0,0
656179,,3,1,1,0,NA,1,1,6
656180,DP,3,1,1,1,NA,0,1,0
656181,RO,3,1,1,2,NA,0,0,0
656182,,3,1,1,1,NA,0,0,0
656183,,4,1,0,1,NA,0,1,15
656184,,4,1,0,0,OT,1,0,0
656185,,3,1,1,2,NA,0,0,0
656186,SC,4,1,0,0,NA,0,0,0
656187,,3,1,1,1,NA,0,0,0
656188,SC,4,1,0,0,NA,1,0,0
656191,,3,1,1,0,OT,0,0,0
656192,,4,1,0,0,NA,0,0,1
656193,,5,0,0,0,NA,0,0,7
656194,,5,0,0,0,NA,0,1,3
656196,,5,0,0,0,NA,0,0,1
656197,,5,0,0,0,NA,0,0,0
656198,PA,1,2,2,3,OT,0,0,0
656199,,3,1,1,1,NA,0,0,0
656201,DP,3,1,1,0,NA,0,0,0
656202,,3,1,1,0,NA,0,0,4
656203,SC,4,1,0,1,NA,0,0,0
656204,,3,1,1,0,NA,1,0,10
656205,DP,3,1,1,2,NA,0,2,0
656206,DP,5,0,0,0,NA,0,1,0
656209,,5,0,0,0,NA,0,0,1
656210,,4,1,0,0,NA,0,0,0
656211,SC,3,1,1,0,NA,0,0,10
656212,,3,1,1,0,NA,0,0,0
656215,,3,1,1,0,NA,0,0,1
656216,,3,1,1,1,NA,0,0,1
656218,,4,1,0,2,NA,1,0,2
656219,,4,0,1,1,NA,0,0,2
656220,,0,2,3,4,NA,0,0,0
656221,,1,1,3,4,NA,0,0,0
656224,,4,1,0,0,DC,0,0,0
656225,,0,3,2,5,NA,0,0,0
656226,,0,3,2,5,NA,0,0,0
656228,PA,1,1,3,1,DC,0,0,0
656229,,2,1,2,3,NA,0,0,8
656230,,4,1,0,0,NA,0,1,3
656232,,2,2,1,2,NA,0,0,5
656233,,3,1,1,1,NA,0,0,0
656236,,3,1,1,1,NA,0,1,0
656237,,3,1,1,0,NA,0,1,10
656238,,3,1,1,1,NA,0,0,0
656239,,3,1,1,1,NA,0,1,0
656240,,5,0,0,0,NA,0,0,4
656241,,2,2,1,2,NA,0,1,0
656242,,3,1,1,2,NA,0,2,0
656243,,4,1,0,2,DC,0,0,0
656246,,1,1,3,4,NA,0,0,0
656247,,2,2,1,4,NA,0,0,0
656248,,4,1,0,0,NA,0,1,15
656249,,3,1,1,4,NA,0,2,0
656250,,2,1,2,3,NA,0,0,0
656251,,2,2,1,4,NA,0,0,0
656252,PI,2,1,2,2,NA,0,2,0
656253,,3,1,1,0,NA,0,1,0
656254,,3,1,1,1,NA,1,0,0
656255,,2,1,2,0,NA,0,0,2
656256,RO,2,2,1,5,NA,0,0,0
656257,,1,2,2,3,NA,0,0,0
656258,,2,1,2,4,NA,0,0,0
656259,,3,0,2,0,NA,0,0,5
656260,,3,1,1,4,NA,0,1,0
656261,,2,2,1,4,NA,0,0,0
656262,,3,1,1,1,OT,0,0,0
656263,SC,4,1,0,0,TA,0,0,0
656265,PA,2,1,2,2,NA,0,0,5
656266,,3,1,1,1,NA,0,0,0
656267,,3,1,1,1,NA,0,0,0
656268,,3,1,1,1,NA,0,0,0
656269,,3,1,1,1,NA,1,0,9
656270,,3,1,1,1,NA,0,0,0
656271,,4,1,0,1,NA,0,0,2
656273,,4,1,0,0,NA,1,1,10
656276,,3,1,1,1,NA,0,0,6
656277,,1,1,3,4,NA,0,0,0
656278,,3,1,1,4,NA,0,0,0
656280,,3,1,1,4,NA,0,0,11
656281,,3,1,1,0,NA,0,0,5
656282,,2,1,2,0,NA,0,0,1
656286,,3,1,1,1,NA,0,0,0
656287,,4,1,0,1,NA,0,0,1
656288,,4,1,0,0,NA,0,0,0
656289,,3,1,1,1,NA,0,0,0
656290,PA,3,1,1,1,NA,0,0,3
656291,,3,1,1,1,NA,0,0,0
656292,,3,1,1,0,DRP,0,0,0
656293,SC,4,1,0,1,NA,0,0,0
656295,,4,0,1,0,NA,0,0,16
656296,,3,1,1,1,DEF,1,0,0
656297,RO,3,1,1,4,NA,0,0,0
656298,,3,1,1,4,NA,0,0,0
656300,,2,2,1,2,NA,0,0,0
