uid,pid,tck,value
432100,653768,KM-1950,0.5
432101,653769,LW-1600,1
432102,653770,MG-0925,1
432103,653773,JJ-1650,1
432104,653774,KW-1400,1
432105,653778,TJ-0950,1
432106,653779,MG-0925,0.5
432107,653779,TJ-0950,0.5
432108,653782,CC-0200,1
432109,653783,TM-0850,1
432110,653785,HK-0100,0.5
432111,653785,DB-3750,0.5
432112,653787,DS-5137,1
432113,653790,HK-0100,1
432114,653792,DB-5450,1
432115,653794,TM-0850,1
432116,653795,TM-0850,1
432117,653797,BB-3400,1
432118,653798,BR-0350,1
432119,653799,BR-0350,0.5
432120,653799,JJ-1650,0.5
432121,653803,CC-0200,1
432122,653804,JP-4100,1
432123,653805,PP-0400,1
432124,653807,JP-4100,1
432125,653809,AO-0370,0.5
432126,653809,JP-4100,0.5
432127,653814,RH-3300,1
432128,653815,BR-0350,1
432129,653817,KV-0050,1
432130,653818,MM-5750,1
432131,653823,JP-4100,1
432132,653824,RJ-0900,1
432133,653826,CR-0500,0.5
432134,653826,RG-2375,0.5
432135,653827,KM-1950,0.5
432136,653827,DB-5450,0.5
432137,653830,DH-2000,1
432138,653831,JJ-1650,1
432139,653832,HK-0100,1
432140,653833,DB-3750,1
432141,653834,JJ-1650,1
432142,653835,CJ-2400,1
432143,653838,KM-1950,1
432144,653842,SA-1150,1
432145,653846,JP-4100,1
432146,653848,MG-0925,0.5
432147,653848,KM-1950,0.5
432148,653853,CL-1000,0.5
432149,653853,KE-0550,0.5
432150,653854,BF-0800,1
432151,653855,MT-0350,0.5
432152,653855,JA-0280,0.5
432153,653856,DB-6300,1
432154,653857,JA-0280,1
432155,653859,EW-0400,1
432156,653863,RM-1300,1
432157,653864,EA-0550,1
432158,653868,KR-0460,0.5
432159,653868,DB-6300,0.5
432160,653871,ST-1200,1
432161,653872,TW-0160,0.5
432162,653872,HN-0300,0.5
432163,653873,JJ-4300,1
432164,653874,JB-8700,0.5
432165,653874,JW-5300,0.5
432166,653875,ST-1200,1
432167,653876,DT-0100,1
432168,653877,JW-5300,0.5
432169,653877,GQ-0100,0.5
432170,653878,JB-8700,1
432171,653879,DS-2250,0.5
432172,653879,JW-5300,0.5
432173,653880,RM-1300,1
432174,653881,GQ-0100,1
432175,653885,DB-6300,0.5
432176,653885,JV-0425,0.5
432177,653889,TW-0160,1
432178,653890,ST-1200,0.5
432179,653890,DS-2250,0.5
432180,653894,JB-8700,1
432181,653898,MT-0350,0.5
432182,653898,DB-6300,0.5
432183,653899,DB-6300,1
432184,653900,JA-0280,1
432185,653904,PH-0800,1
432186,653905,JI-0200,1
432187,653906,PH-0800,0.5
432188,653906,JB-8700,0.5
432189,653907,GQ-0100,1
432190,653908,ST-1200,1
432191,653909,JB-8700,1
432192,653914,MT-0350,0.5
432193,653914,DB-6300,0.5
432194,653915,CL-1000,1
432195,653917,JV-0425,1
432196,653919,DT-0150,1
432197,653920,JW-5300,1
432198,653922,JJ-4300,0.5
432199,653922,HN-0300,0.5
432200,653923,DS-2250,1
432201,653924,JW-5300,1
432202,653927,GQ-0100,1
432203,653928,TW-1750,1
432204,653933,RM-1300,1
432205,653935,RM-1300,1
432206,653936,JW-5300,1
432207,653937,DT-0150,0.5
432208,653937,ST-1200,0.5
432209,653938,JB-8700,0.5
432210,653938,JI-0200,0.5
432211,653939,DS-2250,0.5
432212,653939,GQ-0100,0.5
432213,653940,GW-2000,1
432214,653941,PH-0800,0.5
432215,653941,RM-1300,0.5
432216,653942,GQ-0100,1
432217,653945,JV-0425,1
432218,653946,EW-0400,1
432219,653949,RM-1300,1
432220,653950,JW-5300,1
432221,653951,JJ-4300,1
432222,653952,MT-0350,0.5
432223,653952,MI-0150,0.5
432224,653953,KE-0550,1
432225,653955,HN-0300,1
432226,653956,DT-0100,1
432227,653960,JA-0280,0.5
432228,653960,PR-0400,0.5
432229,653961,EW-0400,1
432230,653962,EW-0400,0.5
432231,653962,JV-0425,0.5
432232,653963,CL-0325,0.5
432233,653963,MT-0350,0.5
432234,653966,DT-0150,1
432235,653967,JB-8700,1
432236,653968,PH-0800,1
432237,653969,RM-1300,1
432238,653970,JJ-4300,1
432239,653971,JI-0200,1
432240,653976,MI-0150,1
432241,653977,JW-5100,1
432242,653978,EW-0400,1
432243,653983,RM-1300,1
432244,653984,GQ-0100,1
432245,653985,JB-8700,1
432246,653986,DS-2250,1
432247,653988,JI-0200,1
432248,653989,DT-0100,0.5
432249,653989,TW-0160,0.5
432250,653990,GQ-0100,1
432251,653991,ST-1200,1
432252,653992,QD-0300,1
432253,653993,QD-0300,1
432254,653997,EW-0400,1
432255,653998,JW-5100,1
432256,653999,MI-0150,0.5
432257,653999,PR-0400,0.5
432258,654000,EW-0400,1
432259,654001,JW-5100,1
432260,654010,CM-1600,1
432261,654012,CC-4000,1
432262,654016,DJ-2250,1
432263,654017,DM-3600,1
432264,654022,JC-1700,1
432265,654023,DM-3600,1
432266,654025,LD-0150,0.5
432267,654025,DS-5150,0.5
432268,654027,AV-0300,1
432269,654028,BM-1250,1
432270,654031,JB-1250,1
432271,654035,AW-1450,1
432272,654036,PC-0800,1
432273,654037,MG-1800,1
432274,654038,MG-1800,1
432275,654040,PC-0800,1
432276,654041,ZB-0400,1
432277,654042,JC-1700,1
432278,654044,DJ-2250,0.5
432279,654044,KK-1000,0.5
432280,654045,AB-1925,1
432281,654050,JB-1250,1
432282,654053,JS-4037,0.5
432283,654053,DL-0400,0.5
432284,654055,ZB-0400,1
432285,654056,BO-0400,1
432286,654057,ZB-0400,0.5
432287,654057,WW-0900,0.5
432288,654058,ZB-0400,0.5
432289,654058,DS-1400,0.5
432290,654059,DL-0400,0.5
432291,654059,LD-0150,0.5
432292,654061,BM-1250,1
432293,654062,BM-1250,0.5
432294,654062,CC-4000,0.5
432295,654063,DL-0400,0.5
432296,654063,KA-0625,0.5
432297,654064,GM-0500,1
432298,654065,SM-3000,1
432299,654066,GJ-0800,1
432300,654067,KA-0625,1
432301,654071,DS-1400,1
432302,654072,MG-1800,1
432303,654075,KA-0625,1
432304,654076,LD-0150,1
432305,654077,MW-3600,1
432306,654078,CM-1600,1
432307,654079,CM-1600,0.5
432308,654079,MW-3600,0.5
432309,654083,AW-1450,0.5
432310,654083,MG-1800,0.5
432311,654088,DS-1400,1
432312,654094,CC-4000,1
432313,654095,LD-0150,1
432314,654096,HM-0100,1
432315,654098,CC-4000,1
432316,654099,CC-4000,1
432317,654106,BW-2900,1
432318,654107,ZB-0400,1
432319,654109,HM-0100,0.5
432320,654109,BM-1250,0.5
432321,654110,AV-0300,1
432322,654111,AV-0300,1
432323,654112,CM-1600,0.5
432324,654112,KA-0625,0.5
432325,654113,DL-0400,0.5
432326,654113,KA-0625,0.5
432327,654117,DJ-2250,1
432328,654119,KK-1000,0.5
432329,654119,DM-3600,0.5
432330,654122,DL-0400,1
432331,654123,TJ-1000,0.5
432332,654123,DS-5150,0.5
432333,654124,LD-0150,1
432334,654125,DJ-2250,1
432335,654126,DJ-2250,1
432336,654127,DS-1400,1
432337,654128,ZB-0400,1
432338,654130,MM-1030,0.5
432339,654130,MG-1800,0.5
432340,654133,ZB-0400,1
432341,654137,AV-0300,1
432342,654139,DS-5150,1
432343,654140,GM-0500,0.5
432344,654140,DS-5150,0.5
432345,654142,DS-3450,1
432346,654145,DS-3450,1
432347,654147,DJ-2250,0.5
432348,654147,WW-0900,0.5
432349,654154,CR-0875,1
432350,654155,DJ-2250,1
432351,654166,MM-1030,1
432352,654169,VR-0200,1
432353,654170,AJ-1200,1
432354,654172,MS-2400,1
432355,654173,KM-0050,1
432356,654174,TC-0385,1
432357,654175,CL-1300,1
432358,654176,MS-2400,1
432359,654177,MS-2400,1
432360,654178,DH-2150,1
432361,654179,CL-1300,0.5
432362,654179,NA-0100,0.5
432363,654187,DK-0750,1
432364,654190,AJ-1200,1
432365,654191,VR-0200,1
432366,654193,DH-2150,1
432367,654194,CW-3700,1
432368,654197,TC-0385,1
432369,654199,AJ-1200,1
432370,654200,GI-1300,1
432371,654201,RM-1600,1
432372,654202,AJ-1200,1
432373,654204,CC-0900,0.5
432374,654204,GI-1300,0.5
432375,654205,AJ-1200,1
432376,654206,PS-0300,0.5
432377,654206,VR-0200,0.5
432378,654209,JT-3800,0.5
432379,654209,DW-3200,0.5
432380,654210,MS-2400,1
432381,654211,DH-2150,1
432382,654212,LA-0700,1
432383,654213,CW-3700,0.5
432384,654213,LA-0700,0.5
432385,654214,CW-3700,1
432386,654216,TC-0385,1
432387,654219,MJ-1800,1
432388,654221,AH-1800,1
432389,654222,CD-2200,0.5
432390,654222,AH-1800,0.5
432391,654223,AJ-1200,1
432392,654224,AJ-1200,1
432393,654225,RM-1600,1
432394,654227,KM-0050,1
432395,654228,LA-0700,1
432396,654229,AS-1500,0.5
432397,654229,MS-2400,0.5
432398,654230,JT-3800,1
432399,654237,CC-0900,1
432400,654239,LA-0700,1
432401,654240,LA-0700,1
432402,654242,CW-3700,1
432403,654247,RM-1600,0.5
432404,654247,AH-1800,0.5
432405,654249,KM-0050,1
432406,654250,AS-1500,1
432407,654251,LA-0700,1
432408,654253,RM-1600,1
432409,654254,AJ-1200,1
432410,654257,LA-0700,1
432411,654258,MS-2400,1
432412,654261,JT-3800,0.5
432413,654261,KM-0050,0.5
432414,654263,AJ-1200,1
432415,654264,GA-0400,1
432416,654265,LH-0300,1
432417,654268,JT-3800,1
432418,654269,DH-2150,0.5
432419,654269,CW-3700,0.5
432420,654271,LA-0700,1
432421,654272,TC-0385,1
432422,654273,CW-3700,1
432423,654274,DW-3200,1
432424,654278,RM-1600,0.5
432425,654278,AH-1800,0.5
432426,654280,TC-0385,1
432427,654281,JT-3800,1
432428,654285,CC-0900,1
432429,654286,EL-0060,0.5
432430,654286,LH-0300,0.5
432431,654287,VR-0200,1
432432,654288,VR-0200,1
432433,654292,DW-3200,1
432434,654294,RA-1350,0.5
432435,654294,TC-0385,0.5
432436,654296,DD-0950,1
432437,654297,VR-0200,1
432438,654299,SW-1550,1
432439,654300,EL-0060,1
432440,654301,LH-0300,1
432441,654302,VR-0200,1
432442,654303,DD-0950,1
432443,654304,VR-0200,0.5
432444,654304,PD-0150,0.5
432445,654305,DK-0750,1
432446,654309,DW-3200,1
432447,654310,RA-1350,1
432448,654315,RM-1600,0.5
432449,654315,VR-0200,0.5
432450,654316,DD-0950,1
432451,654317,AJ-1200,1
432452,654319,SW-1550,1
432453,654320,RM-1600,1
432454,654325,MS-2400,1
432455,654326,CW-3700,1
432456,654327,RA-1350,1
432457,654331,CH-1500,1
432458,654332,MJ-0030,1
432459,654333,BM-0330,1
432460,654334,SB-0225,0.5
432461,654334,DT-1950,0.5
432462,654335,AT-0100,1
432463,654338,ED-1000,1
432464,654339,JS-4300,1
432465,654340,BW-2020,1
432466,654342,WH-0750,1
432467,654344,BW-2020,1
432468,654346,JS-4300,1
432469,654348,CM-3250,0.5
432470,654348,DS-2700,0.5
432471,654349,LW-0700,1
432472,654351,LG-1000,1
432473,654356,VW-0100,1
432474,654360,BW-2020,1
432475,654361,WH-0750,1
432476,654363,KA-1000,1
432477,654367,VW-0100,1
432478,654368,BM-0330,1
432479,654371,KL-0800,1
432480,654372,ED-1000,1
432481,654374,JS-4300,1
432482,654376,CC-0500,1
432483,654380,DT-1950,1
432484,654381,DT-1950,0.5
432485,654381,AT-0100,0.5
432486,654382,DK-0550,1
432487,654383,DT-1950,1
432488,654384,DS-4300,1
432489,654385,DB-5100,1
432490,654386,VM-0300,1
432491,654389,CU-0050,1
432492,654391,LW-0700,1
432493,654392,CD-0650,1
432494,654393,JS-4300,1
432495,654397,MJ-0030,1
432496,654398,DS-4300,0.5
432497,654398,BR-1050,0.5
432498,654399,CH-1500,1
432499,654403,DS-2700,0.5
432500,654403,WH-0750,0.5
432501,654404,JS-4300,1
432502,654412,BW-2020,1
432503,654416,CU-0050,1
432504,654418,LW-0700,1
432505,654420,BM-0330,1
432506,654421,DT-1950,1
432507,654422,SW-1750,1
432508,654423,AT-0100,1
432509,654424,AS-2400,0.5
432510,654424,DT-1950,0.5
432511,654425,DT-1950,1
432512,654429,BW-2020,1
432513,654430,JS-4300,1
432514,654433,CN-0450,1
432515,654434,MJ-0030,1
432516,654437,KA-1000,1
432517,654438,KA-1000,1
432518,654440,KA-1000,1
432519,654443,JS-4300,1
432520,654445,SW-1750,1
432521,654446,DT-1950,1
432522,654447,SW-1750,0.5
432523,654447,DK-0550,0.5
432524,654448,AS-2400,1
432525,654452,BM-0330,1
432526,654453,DS-4300,1
432527,654454,VW-0100,1
432528,654458,DS-2700,1
432529,654459,LG-1000,1
432530,654460,DS-2700,0.5
432531,654460,CU-0050,0.5
432532,654461,CM-3250,1
432533,654462,CD-0650,1
432534,654463,KL-0950,1
432535,654464,WH-0750,1
432536,654466,JS-4300,1
432537,654468,BW-2020,1
432538,654469,BW-2020,0.5
432539,654469,CD-0650,0.5
432540,654470,CM-3250,1
432541,654471,DS-2700,1
432542,654472,KL-0950,1
432543,654473,DS-2700,0.5
432544,654473,AM-1200,0.5
432545,654474,WH-0750,1
432546,654475,LG-1000,1
432547,654478,BM-0330,0.5
432548,654478,DB-5100,0.5
432549,654479,DW-1100,1
432550,654480,BM-0330,1
432551,654483,DB-5100,1
432552,654485,CH-1500,1
432553,654486,DS-4300,1
432554,654487,DT-1950,1
432555,654495,JH-0840,0.5
432556,654495,RA-1500,0.5
432557,654496,RA-1500,1
432558,654497,RA-1500,1
432559,654498,PA-0300,1
432560,654499,DK-0465,0.5
432561,654499,UU-0100,0.5
432562,654500,GS-0800,1
432563,654501,UU-0100,1
432564,654502,DK-0465,0.5
432565,654502,PA-0300,0.5
432566,654503,LC-0850,0.5
432567,654503,BM-2000,0.5
432568,654504,LC-0850,1
432569,654505,BM-2000,1
432570,654506,DR-2800,1
432571,654507,TM-1200,1
432572,654511,PA-0300,1
432573,654515,MC-1350,1
432574,654516,AH-3350,1
432575,654517,SL-0500,0.5
432576,654517,BC-1200,0.5
432577,654518,AH-3350,1
432578,654520,TM-1400,0.5
432579,654520,BC-1200,0.5
432580,654524,UU-0100,1
432581,654525,DR-2800,1
432582,654526,UU-0100,1
432583,654527,UU-0100,1
432584,654528,JT-1300,0.5
432585,654528,PA-0300,0.5
432586,654532,BC-1200,1
432587,654534,BJ-2350,1
432588,654535,TM-1400,1
432589,654539,BM-2000,1
432590,654540,CJ-0900,0.5
432591,654540,UU-0100,0.5
432592,654541,JT-1300,1
432593,654542,DK-0465,1
432594,654544,KW-2800,1
432595,654545,BM-2000,1
432596,654549,DL-0450,0.5
432597,654549,BC-0500,0.5
432598,654550,TP-0650,1
432599,654553,BC-1200,1
432600,654555,MK-1700,1
432601,654556,DK-0465,0.5
432602,654556,BM-2000,0.5
432603,654557,DR-2800,1
432604,654558,PA-0300,1
432605,654559,TM-1200,1
432606,654563,MC-1350,1
432607,654565,BC-0500,1
432608,654573,AH-3350,0.5
432609,654573,JW-3050,0.5
432610,654574,JW-3050,1
432611,654575,TC-2950,1
432612,654577,SL-0500,1
432613,654578,BC-0500,1
432614,654580,TP-0650,1
432615,654581,AH-3350,1
432616,654582,SL-0500,1
432617,654586,JH-0840,1
432618,654587,DR-2800,1
432619,654588,DR-2800,1
432620,654589,JT-1300,1
432621,654590,GS-0800,0.5
432622,654590,DK-0465,0.5
432623,654591,MH-2400,1
432624,654592,UU-0100,1
432625,654593,TM-1200,1
432626,654599,SL-0500,1
432627,654600,SL-0500,0.5
432628,654600,BC-1200,0.5
432629,654602,JH-0840,0.5
432630,654602,GS-0800,0.5
432631,654603,UU-0100,1
432632,654604,PA-0300,1
432633,654605,KW-2800,1
432634,654607,PA-0300,1
432635,654609,DL-0450,0.5
432636,654609,AH-3350,0.5
432637,654610,AH-3350,0.5
432638,654610,TP-0650,0.5
432639,654611,BC-0500,1
432640,654612,TP-0650,1
432641,654614,SL-0500,1
432642,654616,SL-0500,1
432643,654619,JT-1300,1
432644,654620,LC-0850,1
432645,654625,UU-0100,1
432646,654626,TM-1200,1
432647,654627,PA-0300,1
432648,654628,DR-2800,1
432649,654629,UU-0100,1
432650,654633,KW-0960,1
432651,654634,DL-0450,0.5
432652,654634,SL-0500,0.5
432653,654635,BC-0500,1
432654,654636,JW-3050,1
432655,654637,SL-0500,1
432656,654638,JM-5000,0.5
432657,654638,JC-5560,0.5
432658,654639,AH-3350,1
432659,654640,KW-0960,1
432660,654641,BC-1200,1
432661,654642,BC-1200,1
432662,654643,AH-3350,0.5
432663,654643,BC-1200,0.5
432664,654647,UU-0100,0.5
432665,654647,LC-0850,0.5
432666,654648,JC-1800,1
432667,654649,UU-0100,1
432668,654656,TC-2950,1
432669,654658,PA-0100,1
432670,654659,JD-3300,1
432671,654662,CT-1300,1
432672,654663,NC-0100,1
432673,654664,MJ-0600,1
432674,654665,MK-0730,1
432675,654666,FC-0400,0.5
432676,654666,BG-1200,0.5
432677,654670,VB-0075,0.5
432678,654670,JB-0200,0.5
432679,654671,JB-0200,1
432680,654672,PW-1400,1
432681,654674,MK-0730,0.5
432682,654674,BM-0600,0.5
432683,654676,CB-0800,1
432684,654677,BM-0600,1
432685,654678,TH-0825,1
432686,654679,BM-0600,1
432687,654680,CB-0800,1
432688,654683,WM-1000,1
432689,654686,RA-0675,1
432690,654688,BL-1350,1
432691,654693,WM-1000,1
432692,654694,PW-1400,1
432693,654695,OS-0400,1
432694,654696,AC-1500,0.5
432695,654696,PW-1400,0.5
432696,654700,VC-0400,1
432697,654701,NC-0100,1
432698,654702,NC-0100,1
432699,654703,BL-1350,1
432700,654704,BM-0600,1
432701,654705,MK-0730,1
432702,654707,DR-3700,1
432703,654708,BM-0600,1
432704,654709,MK-0730,0.5
432705,654709,WT-0200,0.5
432706,654713,KB-1100,1
432707,654714,PW-1400,1
432708,654715,KB-1100,0.5
432709,654715,RA-0675,0.5
432710,654716,PW-1400,1
432711,654718,JD-3300,1
432712,654719,WM-1000,1
432713,654720,JB-0200,0.5
432714,654720,WM-1000,0.5
432715,654726,NC-0100,1
432716,654729,MG-0950,0.5
432717,654729,JD-3300,0.5
432718,654730,MG-0950,0.5
432719,654730,WM-1000,0.5
432720,654733,DR-3700,1
432721,654734,MK-0730,1
432722,654735,KA-0750,0.5
432723,654735,MJ-0600,0.5
432724,654736,CB-0800,1
432725,654737,KA-0750,1
432726,654739,BG-1200,1
432727,654740,MJ-0600,1
432728,654741,WT-0200,1
432729,654750,PA-0100,1
432730,654754,GJ-0250,0.5
432731,654754,PW-1400,0.5
432732,654756,BL-1350,0.5
432733,654756,MK-0730,0.5
432734,654763,MJ-0600,1
432735,654764,WT-0200,1
432736,654765,KA-0750,0.5
432737,654765,MK-0730,0.5
432738,654767,WT-0200,0.5
432739,654767,BM-0600,0.5
432740,654771,JD-3300,0.5
432741,654771,WM-1000,0.5
432742,654772,PW-1400,1
432743,654774,KB-1100,1
432744,654775,PA-0100,1
432745,654776,PW-1400,1
432746,654778,WM-1000,1
432747,654780,PW-1400,1
432748,654782,KI-0150,1
432749,654784,RA-0675,1
432750,654785,RA-0675,1
432751,654789,BA-0350,1
432752,654792,BM-0600,1
432753,654793,NC-0100,1
432754,654794,BG-1200,0.5
432755,654794,CM-0200,0.5
432756,654795,TH-0825,1
432757,654796,KA-0750,1
432758,654797,BM-0600,1
432759,654798,BL-1350,0.5
432760,654798,WT-0200,0.5
432761,654799,WT-0200,1
432762,654800,KA-0750,1
432763,654802,KA-0750,1
432764,654806,TJ-0600,0.5
432765,654806,JD-3300,0.5
432766,654808,VB-0075,1
432767,654809,JC-3525,1
432768,654810,JC-3525,1
432769,654814,BM-0600,1
432770,654816,MK-0730,1
432771,654817,MK-0730,1
432772,654820,VB-0075,0.5
432773,654820,PW-1400,0.5
432774,654821,JD-3300,0.5
432775,654821,PW-1400,0.5
432776,654822,JD-3300,1
432777,654823,PW-1400,1
432778,654824,RA-0675,1
432779,654825,JD-3300,1
432780,654826,RA-0675,1
432781,654827,RA-0675,0.5
432782,654827,RA-0650,0.5
432783,654828,WM-1000,1
432784,654829,PW-1400,1
432785,654831,CB-0800,1
432786,654832,MJ-0600,1
432787,654833,MJ-0600,1
432788,654835,WM-1000,1
432789,654842,GH-1050,0.5
432790,654842,XR-0100,0.5
432791,654843,AB-0650,0.5
432792,654843,XR-0100,0.5
432793,654844,TN-0400,1
432794,654845,TN-0400,1
432795,654846,AB-0650,0.5
432796,654846,GH-1050,0.5
432797,654847,AB-0650,1
432798,654849,HS-0130,1
432799,654851,CM-3400,1
432800,654861,XR-0100,1
432801,654862,AB-0650,0.5
432802,654862,HS-0130,0.5
432803,654863,LJ-1700,0.5
432804,654863,EG-0900,0.5
432805,654864,HS-0130,1
432806,654865,AB-0650,1
432807,654868,AB-1500,1
432808,654869,MW-1750,1
432809,654872,KA-0150,1
432810,654874,NB-0400,1
432811,654876,AB-1500,1
432812,654877,SC-1750,0.5
432813,654877,TN-0400,0.5
432814,654878,AB-0650,1
432815,654882,AB-3100,1
432816,654883,NB-0400,1
432817,654885,AL-1200,1
432818,654887,QD-0200,0.5
432819,654887,KA-0150,0.5
432820,654890,HS-0130,1
432821,654892,BR-1000,1
432822,654894,AB-0650,0.5
432823,654894,HS-0130,0.5
432824,654896,NB-0400,1
432825,654897,IW-0100,0.5
432826,654897,ER-0150,0.5
432827,654898,AB-3100,1
432828,654899,AL-1200,1
432829,654903,XR-0100,1
432830,654904,TN-0400,1
432831,654905,EG-0900,1
432832,654906,GH-1050,1
432833,654907,LJ-1700,0.5
432834,654907,GH-1050,0.5
432835,654908,CG-2400,1
432836,654909,AS-0600,1
432837,654910,TN-0400,1
432838,654911,AS-0600,1
432839,654912,LJ-1700,0.5
432840,654912,GH-1050,0.5
432841,654916,AB-1500,0.5
432842,654916,JT-0650,0.5
432843,654918,DJ-1750,1
432844,654920,JT-0650,1
432845,654922,QD-0200,0.5
432846,654922,AB-1500,0.5
432847,654923,GD-0400,1
432848,654925,AB-1500,1
432849,654927,NB-0400,1
432850,654928,IW-0100,1
432851,654929,KA-0150,1
432852,654931,XR-0100,1
432853,654932,AB-0650,1
432854,654933,GH-1050,1
432855,654934,HS-0130,1
432856,654935,XR-0100,1
432857,654936,AB-0650,1
432858,654937,AB-0650,1
432859,654938,AS-0600,1
432860,654940,GH-1050,1
432861,654941,EG-0900,1
432862,654946,AB-1500,1
432863,654947,IW-0100,1
432864,654948,ER-0150,1
432865,654949,MW-1750,1
432866,654950,ER-0150,1
432867,654951,NB-0400,1
432868,654953,KA-0150,1
432869,654958,RB-2250,0.5
432870,654958,HS-0130,0.5
432871,654959,TN-0400,1
432872,654961,AB-0650,1
432873,654962,EK-0250,0.5
432874,654962,HS-0130,0.5
432875,654963,XR-0100,1
432876,654965,TJ-1900,1
432877,654966,RB-2250,1
432878,654967,TN-0400,1
432879,654971,MW-1750,1
432880,654972,AB-1500,1
432881,654974,RB-2250,1
432882,654976,DH-4650,1
432883,654977,GH-1050,1
432884,654980,TB-2700,1
432885,654981,DJ-1750,1
432886,654982,JT-0650,1
432887,654984,TB-2700,1
432888,654985,NB-0400,1
432889,654987,BR-1000,0.5
432890,654987,TJ-1900,0.5
432891,654988,HS-0130,1
432892,654989,AB-0650,1
432893,654993,EB-0800,1
432894,654994,MD-0300,0.5
432895,654994,JH-5500,0.5
432896,654995,JH-5550,1
432897,654996,MP-0950,1
432898,654998,VM-0300,1
432899,654999,DS-4300,1
432900,655001,DS-4300,1
432901,655002,DW-1100,1
432902,655003,DW-1100,1
432903,655005,DT-1950,1
432904,655007,DB-5100,1
432905,655009,JH-5500,1
432906,655012,MJ-0030,1
432907,655013,TW-0600,1
432908,655020,JH-5550,1
432909,655021,JF-2050,1
432910,655023,MP-0950,1
